clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the floor, you see a yellow necklace, a brown textbook, and a blue cup. What color is the textbook? A: brown Q: On the table, you see a silver mug, a gold envelope, and a grey plate. What color is the plate? A:",grey,14370,"Q: On the floor, you see a yellow necklace, a brown textbook, and a blue cup. What color is the textbook? A: brown Q: On the table, you see a black notebook, a yellow lighter, and a red cup. What color is the notebook? A:",black,2806
"Q: On the table, I see a purple lighter and a grey pencil. What color is the lighter? A: purple Q: On the floor, there is a purple necklace and a yellow puzzle. What color is the necklace? A:",purple,19445,"Q: On the table, I see a purple lighter and a grey pencil. What color is the lighter? A: purple Q: On the floor, there is a red lighter and a silver envelope. What color is the envelope? A:",silver,9711
"Q: On the floor, there is an orange pencil, a blue necklace, a purple pen, and a red bowl. What color is the necklace? A: blue Q: On the floor, there is an orange ball and a blue lighter. What color is the lighter? A:",blue,4797,"Q: On the floor, there is an orange pencil, a blue necklace, a purple pen, and a red bowl. What color is the necklace? A: blue Q: On the floor, there is a pink bottle and a purple pen. What color is the pen? A:",purple,19445
"Q: On the desk, you see a gold bottle, a pink notebook, a purple ball, and a silver cup. What color is the bottle? A: gold Q: On the desk, I see a yellow jug, a brown bowl, a black plate, and a grey puzzle. What color is the jug? A:",yellow,8862,"Q: On the desk, you see a gold bottle, a pink notebook, a purple ball, and a silver cup. What color is the bottle? A: gold Q: On the desk, I see a purple bowl, a pink textbook, a green plate, and a blue necklace. What color is the necklace? A:",blue,4797
"Q: On the desk, you see a silver necklace, a red notebook, a blue cup, and a purple mug. What color is the notebook? A: red Q: On the table, I see a yellow pen and a grey necklace. What color is the necklace? A:",grey,14370,"Q: On the desk, you see a silver necklace, a red notebook, a blue cup, and a purple mug. What color is the notebook? A: red Q: On the table, I see a green bottle and a yellow plate. What color is the bottle? A:",green,4759
"Q: On the floor, there is a green puzzle, a silver bottle, and a yellow necklace. What color is the puzzle? A: green Q: On the table, I see a black envelope, a grey cup, and a silver pencil. What color is the cup? A:",grey,14370,"Q: On the floor, there is a green puzzle, a silver bottle, and a yellow necklace. What color is the puzzle? A: green Q: On the table, I see a yellow puzzle, a brown bottle, and an orange ball. What color is the bottle? A:",brown,8516
"Q: On the desk, I see a silver bottle, a gold jug, and a pink ball. What color is the bottle? A: silver Q: On the table, there is a red puzzle and a yellow bowl. What color is the bowl? A:",yellow,8862,"Q: On the desk, I see a silver bottle, a gold jug, and a pink ball. What color is the bottle? A: silver Q: On the table, there is a green textbook and a yellow notebook. What color is the textbook? A:",green,4759
"Q: On the table, there is a silver ball and a blue textbook. What color is the textbook? A: blue Q: On the desk, there is an orange envelope, a blue textbook, a green puzzle, and a purple notebook. What color is the puzzle? A:",green,4759,"Q: On the table, there is a silver ball and a blue textbook. What color is the textbook? A: blue Q: On the desk, there is a green cup, a red puzzle, a blue plate, and an orange necklace. What color is the necklace? A:",orange,13735
"Q: On the desk, there is a brown ball, a red pen, and a pink plate. What color is the ball? A: brown Q: On the table, you see a brown bottle, a red textbook, a pink puzzle, and a black pencil. What color is the pencil? A:",black,2806,"Q: On the desk, there is a brown ball, a red pen, and a pink plate. What color is the ball? A: brown Q: On the table, you see a blue cup, a silver bowl, a yellow textbook, and a grey mug. What color is the mug? A:",grey,14370
"Q: On the floor, you see a purple mug, a grey necklace, and a yellow pencil. What color is the pencil? A: yellow Q: On the desk, you see a yellow textbook, a red necklace, and a purple plate. What color is the plate? A:",purple,19445,"Q: On the floor, you see a purple mug, a grey necklace, and a yellow pencil. What color is the pencil? A: yellow Q: On the desk, you see an orange lighter, a black pen, and a red pencil. What color is the pencil? A:",red,2502
"Q: On the table, you see a silver lighter, a grey textbook, a yellow jug, and a pink envelope. What color is the jug? A: yellow Q: On the desk, I see an orange jug and a silver textbook. What color is the textbook? A:",silver,9711,"Q: On the table, you see a silver lighter, a grey textbook, a yellow jug, and a pink envelope. What color is the jug? A: yellow Q: On the desk, I see a grey necklace and a gold plate. What color is the plate? A:",gold,5328
"Q: On the desk, there is a grey necklace, a green notebook, and a red bottle. What color is the notebook? A: green Q: On the floor, you see a green mug and a blue envelope. What color is the envelope? A:",blue,4797,"Q: On the desk, there is a grey necklace, a green notebook, and a red bottle. What color is the notebook? A: green Q: On the floor, you see a red mug and an orange pen. What color is the pen? A:",orange,13735
"Q: On the table, there is a purple pen and a black lighter. What color is the pen? A: purple Q: On the desk, there is a gold bowl and a yellow notebook. What color is the notebook? A:",yellow,8862,"Q: On the table, there is a purple pen and a black lighter. What color is the pen? A: purple Q: On the desk, there is an orange mug and a silver plate. What color is the mug? A:",orange,13735
"Q: On the table, you see an orange pencil, a green bottle, a gold cup, and a purple pen. What color is the cup? A: gold Q: On the desk, you see a gold pen, a pink ball, a purple necklace, and an orange textbook. What color is the necklace? A:",purple,19445,"Q: On the table, you see an orange pencil, a green bottle, a gold cup, and a purple pen. What color is the cup? A: gold Q: On the desk, you see a brown puzzle, a green textbook, a grey bottle, and a red ball. What color is the ball? A:",red,2502
"Q: On the desk, there is a red envelope and a green necklace. What color is the necklace? A: green Q: On the table, you see a grey pencil, a silver bottle, a yellow envelope, and a gold jug. What color is the envelope? A:",yellow,8862,"Q: On the desk, there is a red envelope and a green necklace. What color is the necklace? A: green Q: On the table, you see a grey envelope, a gold plate, a green bottle, and a red lighter. What color is the envelope? A:",grey,14370
"Q: On the table, there is a purple ball and a pink lighter. What color is the lighter? A: pink Q: On the desk, you see a red bowl and a grey ball. What color is the bowl? A:",red,2502,"Q: On the table, there is a purple ball and a pink lighter. What color is the lighter? A: pink Q: On the desk, you see a green necklace and a black cup. What color is the necklace? A:",green,4759
"Q: On the table, I see a green textbook and a silver puzzle. What color is the puzzle? A: silver Q: On the table, there is a pink puzzle, a red pen, a gold plate, and a purple cup. What color is the puzzle? A:",pink,14863,"Q: On the table, I see a green textbook and a silver puzzle. What color is the puzzle? A: silver Q: On the table, there is a silver puzzle, a blue bowl, an orange pen, and a black mug. What color is the bowl? A:",blue,4797
"Q: On the floor, there is a yellow jug and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, I see a grey jug, a black ball, a brown cup, and a green mug. What color is the mug? A:",green,4759,"Q: On the floor, there is a yellow jug and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, I see a blue pencil, a green cup, a black necklace, and an orange puzzle. What color is the puzzle? A:",orange,13735
"Q: On the floor, there is a grey ball, an orange pen, and a black mug. What color is the ball? A: grey Q: On the floor, you see a purple cup, a green puzzle, and a blue necklace. What color is the necklace? A:",blue,4797,"Q: On the floor, there is a grey ball, an orange pen, and a black mug. What color is the ball? A: grey Q: On the floor, you see a blue necklace, an orange cup, and a pink mug. What color is the mug? A:",pink,14863
"Q: On the table, I see a yellow notebook, a grey lighter, and a purple jug. What color is the jug? A: purple Q: On the floor, there is an orange pen and a gold mug. What color is the mug? A:",gold,5328,"Q: On the table, I see a yellow notebook, a grey lighter, and a purple jug. What color is the jug? A: purple Q: On the floor, there is a gold envelope and a black lighter. What color is the lighter? A:",black,2806
"Q: On the table, you see a grey bottle and an orange plate. What color is the bottle? A: grey Q: On the floor, I see a yellow bottle and an orange plate. What color is the bottle? A:",yellow,8862,"Q: On the table, you see a grey bottle and an orange plate. What color is the bottle? A: grey Q: On the floor, I see a green bowl and a silver bottle. What color is the bowl? A:",green,4759
"Q: On the desk, I see a gold bowl and an orange pencil. What color is the pencil? A: orange Q: On the desk, there is a purple ball, a green envelope, and a blue pencil. What color is the ball? A:",purple,19445,"Q: On the desk, I see a gold bowl and an orange pencil. What color is the pencil? A: orange Q: On the desk, there is a green mug, a silver bowl, and a purple pen. What color is the mug? A:",green,4759
"Q: On the table, you see a brown ball, a green envelope, and a grey pencil. What color is the envelope? A: green Q: On the table, you see a gold plate, a red pencil, and a black jug. What color is the jug? A:",black,2806,"Q: On the table, you see a brown ball, a green envelope, and a grey pencil. What color is the envelope? A: green Q: On the table, you see a gold mug, a pink envelope, and a purple bowl. What color is the envelope? A:",pink,14863
