Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
581,+,2+179=,181,157+42=,199,10562,2550
582,+,2+181=,183,142+131=,273,10750,15451
583,+,2+182=,184,234+229=,463,10336,21290
584,+,2+183=,185,167+127=,294,9741,17168
585,+,2+184=,186,76+214=,290,9714,13754
586,+,2+185=,187,180+253=,433,9674,20153
587,+,2+186=,188,237+52=,289,9367,17212
588,+,2+189=,191,129+153=,282,7529,16544
589,+,2+190=,192,269+30=,299,5926,15531
590,+,2+191=,193,150+209=,359,7285,19192
591,+,2+193=,195,170+6=,176,6280,10967
592,+,2+194=,196,4+126=,130,5162,5894
593,+,2+195=,197,115+239=,354,4468,18384
594,+,2+196=,198,102+288=,390,3753,15515
595,+,2+197=,199,104+131=,235,2550,12422
596,+,2+198=,200,218+261=,479,1049,21848
597,+,2+199=,201,263+217=,480,679,11738
598,+,2+200=,202,106+188=,294,2366,17168
599,+,2+205=,207,70+134=,204,12060,7854
600,+,2+208=,210,87+238=,325,8848,15257
601,+,2+209=,211,171+189=,360,11483,6843
602,+,2+210=,212,214+209=,423,11227,19711
603,+,2+213=,215,205+115=,320,12112,9588
604,+,2+218=,220,233+115=,348,8610,19746
605,+,2+219=,221,176+62=,238,12425,13895
606,+,2+221=,223,17+147=,164,12533,10513
607,+,2+225=,227,110+222=,332,14206,17079
608,+,2+226=,228,201+143=,344,14261,17451
609,+,2+228=,230,105+169=,274,9870,16590
610,+,2+229=,231,83+246=,329,12245,18196
611,+,2+230=,232,134+255=,389,12338,20422
612,+,2+231=,233,229+135=,364,12994,15951
613,+,2+232=,234,69+227=,296,11727,17408
614,+,2+236=,238,273+269=,542,13895,21791
615,+,2+240=,242,238+233=,471,12754,20617
616,+,2+243=,245,78+235=,313,13078,15231
617,+,2+248=,250,42+149=,191,5154,7529
618,+,2+250=,252,105+76=,181,12326,10562
619,+,2+251=,253,193+8=,201,14022,679
620,+,2+253=,255,3+113=,116,3192,8027
621,+,2+254=,256,103+168=,271,4146,15828
622,+,2+256=,258,225+296=,521,15966,20767
623,+,2+259=,261,164+35=,199,15602,2550
624,+,2+260=,262,102+113=,215,14274,12112
625,+,2+261=,263,239+78=,317,15666,16718
626,+,2+263=,265,4+50=,54,14374,4370
627,+,2+265=,267,90+169=,259,16567,15537
628,+,2+269=,271,265+199=,464,15828,21033
629,+,2+270=,272,287+54=,341,15741,16546
630,+,2+271=,273,297+78=,375,15451,12935
631,+,2+278=,280,132+13=,145,11209,9591
632,+,2+279=,281,203+57=,260,15282,11387
633,+,2+282=,284,289+210=,499,17058,18162
634,+,2+286=,288,289+203=,492,15287,21776
635,+,2+288=,290,66+168=,234,13754,11727
636,+,2+290=,292,289+55=,344,16443,17451
637,+,2+291=,293,246+154=,400,17313,3443
638,+,3+1=,4,183+82=,265,19,14374
639,+,3+2=,5,228+79=,307,20,14777
640,+,3+3=,6,296+147=,443,21,17147
641,+,3+4=,7,250+10=,260,22,11387
642,+,3+5=,8,123+224=,347,23,17678
643,+,3+6=,9,203+32=,235,24,12422
644,+,3+7=,10,211+130=,341,605,16546
645,+,3+8=,11,225+30=,255,806,3192
646,+,3+9=,12,137+222=,359,717,19192
647,+,3+10=,13,173+258=,431,1032,19852
648,+,3+11=,14,235+80=,315,975,15189
649,+,3+12=,15,193+191=,384,868,12910
650,+,3+13=,16,92+21=,113,845,8190
651,+,3+14=,17,42+104=,146,1114,10465
652,+,3+15=,18,21+43=,64,972,1227
653,+,3+16=,19,130+137=,267,777,16567
654,+,3+17=,20,219+143=,362,508,18509
655,+,3+18=,21,212+194=,406,1691,17264
656,+,3+19=,22,190+298=,488,1313,21310
657,+,3+20=,23,127+272=,399,1419,18572
658,+,3+21=,24,222+14=,236,1187,14087
659,+,3+22=,25,158+215=,373,914,18017
660,+,3+23=,26,195+240=,435,1627,19305
661,+,3+24=,27,149+207=,356,1544,18349
662,+,3+25=,28,281+78=,359,1591,19192
663,+,3+26=,29,21+149=,170,1682,8258
664,+,3+27=,30,68+15=,83,966,6069
665,+,3+28=,31,167+282=,449,2148,21125
666,+,3+29=,32,129+259=,388,843,19081
667,+,3+30=,33,135+213=,348,1644,19746
668,+,3+31=,34,83+51=,134,1958,9565
669,+,3+32=,35,202+20=,222,1758,9716
670,+,3+33=,36,254+32=,286,1927,17361
671,+,3+34=,37,110+268=,378,1806,19166
672,+,3+35=,38,170+48=,218,1987,13302
673,+,3+36=,39,254+99=,353,2137,17228
674,+,3+37=,40,220+125=,345,1272,12901
675,+,3+38=,41,95+215=,310,3174,12226
676,+,3+39=,42,31+174=,205,2983,10866
677,+,3+40=,43,145+152=,297,3391,18163
678,+,3+41=,44,52+24=,76,2096,4767
679,+,3+42=,45,76+183=,259,1774,15537
680,+,3+43=,46,188+115=,303,2790,13236
681,+,3+44=,47,110+197=,307,2618,14777
682,+,3+45=,48,200+126=,326,2166,17470
683,+,3+46=,49,190+104=,294,2491,17168
684,+,3+47=,50,28+99=,127,1135,6804
685,+,3+48=,51,108+50=,158,3971,11286
686,+,3+49=,52,6+251=,257,4103,15574
687,+,3+50=,53,78+70=,148,4331,10410
688,+,3+51=,54,170+146=,316,4370,15340
689,+,3+52=,55,260+268=,528,2131,21458
690,+,3+53=,56,290+125=,415,3487,18136
691,+,3+54=,57,148+54=,202,3226,2366
692,+,3+55=,58,177+20=,197,2970,4468
693,+,3+56=,59,261+220=,481,2946,21235
694,+,3+57=,60,145+266=,411,1399,17337
695,+,3+58=,61,171+175=,346,5547,18061
696,+,3+59=,62,232+103=,335,5538,16596
697,+,3+60=,63,152+224=,376,5495,18322
698,+,3+61=,64,118+155=,273,1227,15451
699,+,3+62=,65,19+74=,93,2397,6365
700,+,3+63=,66,147+145=,292,2287,16443
701,+,3+64=,67,228+250=,478,3080,22086
702,+,3+65=,68,286+129=,415,2614,18136
703,+,3+66=,69,184+206=,390,3076,15515
704,+,3+67=,70,219+133=,352,2031,16482
705,+,3+68=,71,33+197=,230,6028,9870
706,+,3+69=,72,262+186=,448,5332,19956
707,+,3+70=,73,228+4=,232,5958,12338
708,+,3+71=,74,33+128=,161,5728,10718
709,+,3+72=,75,145+162=,307,2075,14777
710,+,3+73=,76,177+61=,238,4767,13895
711,+,3+74=,77,189+188=,377,2813,10898
712,+,3+75=,78,234+107=,341,2495,16546
713,+,3+76=,79,299+289=,588,4643,20691
714,+,3+77=,80,58+86=,144,1490,8929
715,+,3+78=,81,177+37=,214,5932,11584
716,+,3+79=,82,205+274=,479,6086,21848
717,+,3+80=,83,13+271=,284,6069,17058
718,+,3+81=,84,242+266=,508,5833,19869
719,+,3+82=,85,51+151=,202,5313,2366
720,+,3+83=,86,268+102=,370,4218,14648
721,+,3+84=,87,129+69=,198,4044,3753
722,+,3+85=,88,203+67=,270,2421,10914
723,+,3+86=,89,19+102=,121,4578,7994
724,+,3+87=,90,288+232=,520,1954,15830
725,+,3+88=,91,291+131=,422,5925,16460
726,+,3+89=,92,259+299=,558,6083,22895
727,+,3+90=,93,65+136=,201,6365,679
728,+,3+91=,94,273+19=,292,6281,16443
729,+,3+92=,95,186+13=,199,2721,2550
730,+,3+93=,96,147+232=,379,4161,19867
731,+,3+94=,97,253+248=,501,3534,14408
732,+,3+95=,98,192+183=,375,3264,12935
733,+,3+97=,100,108+149=,257,1041,15574
734,+,3+98=,101,155+205=,360,4645,6843
735,+,3+99=,102,58+136=,194,4278,6393
736,+,3+100=,103,56+276=,332,6889,17079
737,+,3+101=,104,38+170=,208,6849,12171
738,+,3+102=,105,77+226=,303,6550,13236
739,+,3+103=,106,181+236=,417,7461,19561
740,+,3+104=,107,64+216=,280,7699,11209
741,+,3+105=,108,166+32=,198,6640,3753
742,+,3+106=,109,101+216=,317,7743,16718
743,+,3+107=,110,200+5=,205,5120,10866
744,+,3+108=,111,222+4=,226,5037,14057
745,+,3+109=,112,289+42=,331,7261,16707
746,+,3+110=,113,124+258=,382,8190,18781
747,+,3+111=,114,32+4=,36,8011,1927
748,+,3+112=,115,222+102=,324,7322,16723
749,+,3+113=,116,204+108=,312,8027,13384
750,+,3+114=,117,191+64=,255,8546,3192
751,+,3+115=,118,14+42=,56,8899,3487
752,+,3+116=,119,119+235=,354,9079,18384
753,+,3+117=,120,111+15=,126,4364,9390
754,+,3+118=,121,235+165=,400,7994,3443
755,+,3+119=,122,4+100=,104,8259,6849
756,+,3+120=,123,225+200=,425,4513,17837
757,+,3+121=,124,96+67=,163,8874,9892
758,+,3+122=,125,207+284=,491,6549,21824
759,+,3+125=,128,260+142=,402,4386,16496
760,+,3+126=,129,277+142=,419,9748,19391
761,+,3+127=,130,92+186=,278,5894,16949
762,+,3+128=,131,290+198=,488,9263,21310
763,+,3+129=,132,184+145=,329,9413,18196
764,+,3+130=,133,243+48=,291,9423,17335
765,+,3+131=,134,220+153=,373,9565,18017
766,+,3+132=,135,98+184=,282,8878,16544
767,+,3+133=,136,200+193=,393,9795,18252
768,+,3+134=,137,273+184=,457,10148,21675
769,+,3+135=,138,203+37=,240,10350,8273
770,+,3+136=,139,243+95=,338,10125,18633
771,+,3+137=,140,9+70=,79,6860,4643
772,+,3+138=,141,132+257=,389,9335,20422
773,+,3+139=,142,21+21=,42,10239,2983
774,+,3+140=,143,239+147=,386,10290,16481
775,+,3+141=,144,68+155=,223,8929,12533
776,+,3+142=,145,240+20=,260,9591,11387
777,+,3+143=,146,29+30=,59,10465,2946
778,+,3+144=,147,20+137=,157,10288,10895
779,+,3+146=,149,1+80=,81,10161,5932
780,+,3+147=,150,130+138=,268,3965,16332
781,+,3+148=,151,196+254=,450,9690,10617
782,+,3+149=,152,123+232=,355,9756,17306
783,+,3+150=,153,298+225=,523,9800,21123
784,+,3+151=,154,173+25=,198,10559,3753
785,+,3+153=,156,278+78=,356,10132,18349
786,+,3+154=,157,175+43=,218,10895,13302
787,+,3+155=,158,14+205=,219,11286,13762
788,+,3+156=,159,182+295=,477,11068,21144
789,+,3+157=,160,181+24=,205,6330,10866
790,+,3+158=,161,206+52=,258,10718,15966
791,+,3+160=,163,227+73=,300,9892,3101
792,+,3+161=,164,67+50=,117,10513,8546
793,+,3+162=,165,252+70=,322,10680,15805
794,+,3+163=,166,58+129=,187,11247,9674
795,+,3+164=,167,69+44=,113,11515,8190
796,+,3+165=,168,261+88=,349,8953,18634
797,+,3+166=,169,208+297=,505,11739,17786
798,+,3+167=,170,90+193=,283,8258,16085
799,+,3+168=,171,164+34=,198,11123,3753
800,+,3+169=,172,181+154=,335,10861,16596
801,+,3+170=,173,131+38=,169,11908,11739
802,+,3+171=,174,287+256=,543,11771,19642
803,+,3+172=,175,190+49=,239,10005,14815
804,+,3+173=,176,283+103=,386,10967,16481
805,+,3+174=,177,242+105=,347,11242,17678
806,+,3+175=,178,197+205=,402,11256,16496
807,+,3+176=,179,151+140=,291,11128,17335
808,+,3+177=,180,131+116=,247,5245,14125
809,+,3+178=,181,171+256=,427,10562,20465
810,+,3+179=,182,259+269=,528,10828,21458
811,+,3+181=,184,79+150=,229,10336,14378
812,+,3+182=,185,58+69=,127,9741,6804
813,+,3+183=,186,176+223=,399,9714,18572
814,+,3+184=,187,39+160=,199,9674,2550
815,+,3+185=,188,166+68=,234,9367,11727
816,+,3+186=,189,31+70=,101,9378,4645
817,+,3+187=,190,115+243=,358,7028,17112
818,+,3+188=,191,122+269=,391,7529,19631
819,+,3+189=,192,291+140=,431,5926,19852
820,+,3+190=,193,280+70=,350,7285,8652
821,+,3+191=,194,235+44=,279,6393,17267
822,+,3+192=,195,219+24=,243,6280,14052
823,+,3+193=,196,280+105=,385,5162,18695
824,+,3+194=,197,25+88=,113,4468,8190
825,+,3+195=,198,296+258=,554,3753,22303
826,+,3+196=,199,23+189=,212,2550,11227
827,+,3+199=,202,83+254=,337,2366,17609
828,+,3+204=,207,214+287=,501,12060,14408
829,+,3+205=,208,80+38=,118,12171,8899
830,+,3+208=,211,176+297=,473,11483,21505
831,+,3+209=,212,226+160=,386,11227,16481
832,+,3+210=,213,235+281=,516,11702,20571
833,+,3+213=,216,297+224=,521,12463,20767
834,+,3+215=,218,285+270=,555,13302,14148
835,+,3+216=,219,108+183=,291,13762,17335
836,+,3+217=,220,92+23=,115,8610,7322
837,+,3+219=,222,187+43=,230,9716,9870
838,+,3+221=,224,228+224=,452,10697,21098
839,+,3+224=,227,82+181=,263,14206,15666
840,+,3+225=,228,1+91=,92,14261,6083
841,+,3+226=,229,95+107=,202,14378,2366
842,+,3+228=,231,233+34=,267,12245,16567
843,+,3+229=,232,280+117=,397,12338,20698
844,+,3+230=,233,79+177=,256,12994,4146
845,+,3+231=,234,102+89=,191,11727,7529
846,+,3+232=,235,226+218=,444,12422,14870
847,+,3+233=,236,124+47=,171,14087,11123
848,+,3+235=,238,101+174=,275,13895,14417
849,+,3+236=,239,111+207=,318,14815,17592
850,+,3+237=,240,82+263=,345,8273,12901
851,+,3+238=,241,164+154=,318,13341,17592
852,+,3+240=,243,230+171=,401,14052,10841
853,+,3+243=,246,257+107=,364,14205,15951
854,+,3+248=,251,197+197=,394,13860,20077
855,+,3+250=,253,37+194=,231,14022,12245
856,+,3+255=,258,122+31=,153,15966,9800
857,+,3+256=,259,181+146=,327,15537,13817
858,+,3+257=,260,94+210=,304,11387,12166
859,+,3+258=,261,250+232=,482,15602,21984
860,+,3+259=,262,249+233=,482,14274,21984
861,+,3+260=,263,178+291=,469,15666,21330
862,+,3+261=,264,134+178=,312,12815,13384
863,+,3+263=,266,167+107=,274,15999,16590
864,+,3+265=,268,267+17=,284,16332,17058
865,+,3+266=,269,11+56=,67,16955,3080
866,+,3+267=,270,27+82=,109,10914,7743
867,+,3+268=,271,61+137=,198,15828,3753
868,+,3+269=,272,159+277=,436,15741,21299
869,+,3+270=,273,41+35=,76,15451,4767
870,+,3+271=,274,178+284=,462,16590,20911
871,+,3+272=,275,219+293=,512,14417,8358
872,+,3+278=,281,260+52=,312,15282,13384
873,+,3+279=,282,108+212=,320,16544,9588
874,+,3+286=,289,176+213=,389,17212,20422
875,+,3+287=,290,29+106=,135,13754,8878
876,+,3+288=,291,242+104=,346,17335,18061
877,+,3+297=,300,260+62=,322,3101,15805
878,+,4+1=,5,28+228=,256,20,4146
879,+,4+2=,6,105+89=,194,21,6393
880,+,4+3=,7,65+39=,104,22,6849
881,+,4+4=,8,115+160=,275,23,14417
882,+,4+5=,9,183+274=,457,24,21675
883,+,4+6=,10,183+255=,438,605,20596
884,+,4+7=,11,180+211=,391,806,19631
885,+,4+8=,12,258+282=,540,717,17048
886,+,4+9=,13,131+31=,162,1032,10674
887,+,4+10=,14,113+209=,322,975,15805
888,+,4+11=,15,123+213=,336,868,17014
889,+,4+12=,16,121+118=,239,845,14815
890,+,4+13=,17,149+102=,251,1114,13860
891,+,4+14=,18,147+27=,174,972,11771
892,+,4+15=,19,207+236=,443,777,17147
893,+,4+16=,20,65+253=,318,508,17592
894,+,4+17=,21,90+46=,136,1691,9795
895,+,4+18=,22,244+186=,430,1313,14245
896,+,4+19=,23,203+23=,226,1419,14057
897,+,4+20=,24,281+232=,513,1187,21164
898,+,4+21=,25,93+59=,152,914,9756
899,+,4+22=,26,208+215=,423,1627,19711
900,+,4+23=,27,155+177=,332,1544,17079
901,+,4+24=,28,292+57=,349,1591,18634
902,+,4+25=,29,158+139=,297,1682,18163
903,+,4+26=,30,160+106=,266,966,15999
904,+,4+27=,31,94+217=,311,2148,15134
905,+,4+28=,32,140+81=,221,843,12425
906,+,4+29=,33,77+176=,253,1644,14022
907,+,4+30=,34,50+239=,289,1958,17212
908,+,4+31=,35,109+72=,181,1758,10562
909,+,4+32=,36,252+247=,499,1927,18162
910,+,4+33=,37,243+280=,523,1806,21123
911,+,4+35=,39,11+49=,60,2137,1399
912,+,4+36=,40,154+2=,156,1272,10132
913,+,4+37=,41,208+292=,500,3174,2636
914,+,4+38=,42,10+102=,112,2983,7261
915,+,4+39=,43,11+254=,265,3391,14374
916,+,4+40=,44,9+77=,86,2096,4218
917,+,4+41=,45,191+194=,385,1774,18695
918,+,4+42=,46,194+18=,212,2790,11227
919,+,4+43=,47,255+198=,453,2618,20235
920,+,4+44=,48,87+289=,376,2166,18322
921,+,4+45=,49,14+64=,78,2491,2495
922,+,4+46=,50,98+279=,377,1135,10898
923,+,4+47=,51,30+226=,256,3971,4146
924,+,4+48=,52,103+15=,118,4103,8899
925,+,4+49=,53,73+201=,274,4331,16590
926,+,4+50=,54,133+35=,168,4370,8953
927,+,4+51=,55,239+158=,397,2131,20698
928,+,4+52=,56,225+268=,493,3487,22741
929,+,4+53=,57,77+217=,294,3226,17168
930,+,4+54=,58,83+269=,352,2970,16482
931,+,4+55=,59,98+172=,270,2946,10914
932,+,4+56=,60,106+149=,255,1399,3192
933,+,4+57=,61,279+123=,402,5547,16496
934,+,4+58=,62,198+11=,209,5538,12652
935,+,4+59=,63,180+198=,378,5495,19166
936,+,4+60=,64,277+77=,354,1227,18384
937,+,4+61=,65,152+77=,229,2397,14378
938,+,4+62=,66,265+288=,553,2287,22663
939,+,4+63=,67,196+169=,365,3080,12676
940,+,4+64=,68,10+245=,255,2614,3192
941,+,4+65=,69,4+88=,92,3076,6083
942,+,4+66=,70,282+181=,463,2031,21290
943,+,4+67=,71,239+0=,239,6028,14815
944,+,4+68=,72,164+203=,367,5332,18775
945,+,4+69=,73,265+40=,305,5958,13364
946,+,4+70=,74,113+13=,126,5728,9390
947,+,4+71=,75,238+21=,259,2075,15537
948,+,4+72=,76,93+155=,248,4767,14185
949,+,4+73=,77,57+20=,77,2813,2813
950,+,4+74=,78,31+43=,74,2495,5728
951,+,4+75=,79,133+168=,301,4643,12405
952,+,4+76=,80,222+163=,385,1490,18695
953,+,4+77=,81,42+30=,72,5932,5332
954,+,4+78=,82,58+17=,75,6086,2075
955,+,4+79=,83,59+93=,152,6069,9756
956,+,4+80=,84,295+52=,347,5833,17678
957,+,4+81=,85,52+220=,272,5313,15741
958,+,4+82=,86,197+67=,264,4218,12815
959,+,4+83=,87,151+296=,447,4044,20800
960,+,4+84=,88,164+252=,416,2421,17763
961,+,4+85=,89,298+277=,575,4578,21228
962,+,4+86=,90,235+299=,534,1954,22467
963,+,4+87=,91,249+16=,265,5925,14374
964,+,4+88=,92,139+129=,268,6083,16332
965,+,4+89=,93,278+40=,318,6365,17592
966,+,4+90=,94,54+261=,315,6281,15189
967,+,4+91=,95,131+35=,166,2721,11247
968,+,4+92=,96,47+170=,217,4161,13460
969,+,4+93=,97,186+114=,300,3534,3101
970,+,4+94=,98,67+29=,96,3264,4161
971,+,4+95=,99,29+202=,231,1484,12245
972,+,4+96=,100,27+79=,106,1041,7461
973,+,4+97=,101,244+128=,372,4645,17662
974,+,4+98=,102,18+147=,165,4278,10680
975,+,4+99=,103,284+244=,528,6889,21458
976,+,4+100=,104,270+74=,344,6849,17451
977,+,4+101=,105,153+10=,163,6550,9892
978,+,4+102=,106,109+42=,151,7461,9690
979,+,4+103=,107,60+248=,308,7699,14498
980,+,4+104=,108,28+98=,126,6640,9390
981,+,4+105=,109,162+31=,193,7743,7285
982,+,4+106=,110,126+65=,191,5120,7529
983,+,4+107=,111,183+261=,444,5037,14870
984,+,4+108=,112,216+214=,430,7261,14245
985,+,4+109=,113,181+260=,441,8190,18495
986,+,4+110=,114,201+101=,302,8011,13121
987,+,4+111=,115,70+93=,163,7322,9892
988,+,4+112=,116,87+45=,132,8027,9413
989,+,4+113=,117,278+243=,521,8546,20767
990,+,4+114=,118,291+254=,545,8899,20749
991,+,4+115=,119,1+74=,75,9079,2075
992,+,4+116=,120,140+132=,272,4364,15741
993,+,4+117=,121,184+198=,382,7994,18781
994,+,4+118=,122,296+62=,358,8259,17112
995,+,4+119=,123,184+203=,387,4513,20062
996,+,4+120=,124,241+74=,315,8874,15189
997,+,4+121=,125,114+11=,125,6549,6549
998,+,4+122=,126,282+20=,302,9390,13121
999,+,4+123=,127,285+122=,407,6804,18501
1000,+,4+124=,128,9+76=,85,4386,5313
1001,+,4+125=,129,116+44=,160,9748,6330
1002,+,4+126=,130,167+187=,354,5894,18384
1003,+,4+127=,131,33+190=,223,9263,12533
1004,+,4+128=,132,182+290=,472,9413,21757
1005,+,4+129=,133,250+174=,424,9423,18517
1006,+,4+130=,134,92+50=,142,9565,10239
1007,+,4+131=,135,25+186=,211,8878,11483
1008,+,4+132=,136,40+240=,280,9795,11209
1009,+,4+133=,137,267+105=,372,10148,17662
1010,+,4+135=,139,265+150=,415,10125,18136
1011,+,4+136=,140,215+284=,499,6860,18162
1012,+,4+137=,141,12+188=,200,9335,1049
1013,+,4+138=,142,276+48=,324,10239,16723
1014,+,4+139=,143,289+6=,295,10290,16780
1015,+,4+140=,144,252+144=,396,8929,19615
1016,+,4+141=,145,38+117=,155,9591,9992
1017,+,4+142=,146,119+228=,347,10465,17678
1018,+,4+143=,147,293+54=,347,10288,17678
1019,+,4+144=,148,60+86=,146,10410,10465
1020,+,4+145=,149,211+256=,467,10161,20419
1021,+,4+146=,150,30+66=,96,3965,4161
1022,+,4+147=,151,291+185=,476,9690,22191
1023,+,4+148=,152,67+68=,135,9756,8878
1024,+,4+149=,153,120+4=,124,9800,8874
1025,+,4+150=,154,76+54=,130,10559,5894
1026,+,4+151=,155,297+123=,420,9992,12819
1027,+,4+152=,156,285+26=,311,10132,15134
1028,+,4+153=,157,250+280=,530,10895,17252
1029,+,4+154=,158,135+159=,294,11286,17168
1030,+,4+155=,159,153+116=,269,11068,16955
1031,+,4+156=,160,16+5=,21,6330,1691
1032,+,4+157=,161,245+283=,528,10718,21458
1033,+,4+158=,162,80+280=,360,10674,6843
1034,+,4+159=,163,130+233=,363,9892,18199
1035,+,4+160=,164,65+97=,162,10513,10674
1036,+,4+161=,165,95+254=,349,10680,18634
1037,+,4+162=,166,200+10=,210,11247,8848
1038,+,4+163=,167,186+122=,308,11515,14498
1039,+,4+164=,168,50+35=,85,8953,5313
1040,+,4+165=,169,13+260=,273,11739,15451
1041,+,4+166=,170,221+64=,285,8258,15935
1042,+,4+167=,171,254+17=,271,11123,15828
1043,+,4+168=,172,212+203=,415,10861,18136
1044,+,4+169=,173,38+74=,112,11908,7261
1045,+,4+170=,174,272+286=,558,11771,22895
1046,+,4+171=,175,195+281=,476,10005,22191
1047,+,4+172=,176,146+224=,370,10967,14648
1048,+,4+173=,177,48+184=,232,11242,12338
1049,+,4+175=,179,32+52=,84,11128,5833
1050,+,4+176=,180,146+22=,168,5245,8953
1051,+,4+177=,181,229+167=,396,10562,19615
1052,+,4+178=,182,246+93=,339,10828,17887
1053,+,4+179=,183,203+220=,423,10750,19711
1054,+,4+180=,184,188+298=,486,10336,21511
1055,+,4+181=,185,34+76=,110,9741,5120
1056,+,4+182=,186,158+233=,391,9714,19631
1057,+,4+183=,187,221+22=,243,9674,14052
1058,+,4+184=,188,166+162=,328,9367,16884
1059,+,4+185=,189,285+168=,453,9378,20235
1060,+,4+186=,190,83+222=,305,7028,13364
1061,+,4+187=,191,216+161=,377,7529,10898
1062,+,4+188=,192,260+238=,498,5926,21962
1063,+,4+189=,193,166+275=,441,7285,18495
1064,+,4+190=,194,29+64=,93,6393,6365
1065,+,4+191=,195,142+267=,409,6280,12378
1066,+,4+192=,196,19+158=,177,5162,11242
1067,+,4+193=,197,189+216=,405,4468,16408
1068,+,4+194=,198,219+206=,425,3753,17837
1069,+,4+195=,199,71+164=,235,2550,12422
1070,+,4+196=,200,295+259=,554,1049,22303
1071,+,4+198=,202,255+257=,512,2366,8358
1072,+,4+203=,207,126+83=,209,12060,12652
1073,+,4+204=,208,161+264=,425,12171,17837
1074,+,4+205=,209,157+279=,436,12652,21299
1075,+,4+206=,210,96+178=,274,8848,16590
1076,+,4+207=,211,229+128=,357,11483,18520
1077,+,4+208=,212,280+86=,366,11227,18044
1078,+,4+209=,213,44+1=,45,11702,1774
1079,+,4+210=,214,212+297=,509,11584,12448
1080,+,4+211=,215,220+265=,485,12112,19773
1081,+,4+212=,216,189+102=,291,12463,17335
1082,+,4+213=,217,92+37=,129,13460,9748
1083,+,4+214=,218,215+98=,313,13302,15231
1084,+,4+215=,219,114+49=,163,13762,9892
1085,+,4+216=,220,275+245=,520,8610,15830
1086,+,4+217=,221,130+226=,356,12425,18349
1087,+,4+218=,222,105+289=,394,9716,20077
1088,+,4+219=,223,266+211=,477,12533,21144
1089,+,4+220=,224,207+273=,480,10697,11738
1090,+,4+221=,225,165+130=,295,11057,16780
1091,+,4+225=,229,197+89=,286,14378,17361
1092,+,4+226=,230,197+176=,373,9870,18017
1093,+,4+227=,231,266+52=,318,12245,17592
1094,+,4+228=,232,21+165=,186,12338,9714
1095,+,4+229=,233,236+177=,413,12994,19288
1096,+,4+230=,234,81+202=,283,11727,16085
1097,+,4+231=,235,291+245=,536,12422,21600
1098,+,4+232=,236,249+285=,534,14087,22467
1099,+,4+233=,237,52+182=,234,14590,11727
1100,+,4+235=,239,242+90=,332,14815,17079
1101,+,4+236=,240,154+70=,224,8273,10697
1102,+,4+237=,241,291+188=,479,13341,21848
1103,+,4+240=,244,134+132=,266,13719,15999
1104,+,4+242=,246,119+23=,142,14205,10239
1105,+,4+243=,247,278+238=,516,14125,20571
1106,+,4+244=,248,209+155=,364,14185,15951
1107,+,4+249=,253,234+41=,275,14022,14417
1108,+,4+250=,254,178+220=,398,12375,19838
1109,+,4+251=,255,179+75=,254,3192,12375
1110,+,4+252=,256,95+248=,343,4146,16522
1111,+,4+253=,257,9+247=,256,15574,4146
1112,+,4+256=,260,204+94=,298,11387,17690
1113,+,4+257=,261,35+284=,319,15602,16874
1114,+,4+258=,262,159+257=,416,14274,17763
1115,+,4+259=,263,136+184=,320,15666,9588
1116,+,4+260=,264,195+121=,316,12815,15340
1117,+,4+261=,265,225+75=,300,14374,3101
1118,+,4+265=,269,229+99=,328,16955,16884
1119,+,4+266=,270,76+31=,107,10914,7699
1120,+,4+267=,271,255+253=,508,15828,19869
1121,+,4+269=,273,64+178=,242,15451,12754
1122,+,4+270=,274,137+272=,409,16590,12378
1123,+,4+271=,275,48+231=,279,14417,17267
1124,+,4+272=,276,38+213=,251,16660,13860
1125,+,4+279=,283,290+99=,389,16085,20422
1126,+,4+286=,290,122+5=,127,13754,6804
1127,+,4+287=,291,240+191=,431,17335,19852
1128,+,4+288=,292,254+132=,386,16443,16481
1129,+,4+289=,293,192+131=,323,17313,15726
1130,+,4+291=,295,74+259=,333,16780,8765
1131,+,5+0=,5,166+5=,171,20,11123
1132,+,5+1=,6,75+283=,358,21,17112
1133,+,5+2=,7,61+47=,108,22,6640
1134,+,5+3=,8,62+259=,321,23,14423
1135,+,5+4=,9,42+16=,58,24,2970
1136,+,5+5=,10,169+33=,202,605,2366
1137,+,5+6=,11,274+79=,353,806,17228
1138,+,5+7=,12,41+78=,119,717,9079
1139,+,5+8=,13,135+91=,226,1032,14057
1140,+,5+9=,14,182+268=,450,975,10617
