clean,corrupted,correct_idx
The rise lasted from the year 1130 to the year 11,The rise lasted from the year 1101 to the year 11,30
The outcome lasted from the year 1572 to the year 15,The outcome lasted from the year 1501 to the year 15,72
The exchange lasted from the year 1374 to the year 13,The exchange lasted from the year 1301 to the year 13,74
The exchange lasted from the year 1766 to the year 17,The exchange lasted from the year 1701 to the year 17,66
The testing lasted from the year 1570 to the year 15,The testing lasted from the year 1501 to the year 15,70
The plan lasted from the year 1332 to the year 13,The plan lasted from the year 1301 to the year 13,32
The evaluation lasted from the year 1154 to the year 11,The evaluation lasted from the year 1101 to the year 11,54
The riot lasted from the year 1753 to the year 17,The riot lasted from the year 1701 to the year 17,53
The impact lasted from the year 1695 to the year 16,The impact lasted from the year 1601 to the year 16,95
The evaluation lasted from the year 1480 to the year 14,The evaluation lasted from the year 1401 to the year 14,80
The contact lasted from the year 1479 to the year 14,The contact lasted from the year 1401 to the year 14,79
The case lasted from the year 1648 to the year 16,The case lasted from the year 1601 to the year 16,48
The assessment lasted from the year 1192 to the year 11,The assessment lasted from the year 1101 to the year 11,92
The therapy lasted from the year 1570 to the year 15,The therapy lasted from the year 1501 to the year 15,70
The trial lasted from the year 1560 to the year 15,The trial lasted from the year 1501 to the year 15,60
The shift lasted from the year 1609 to the year 16,The shift lasted from the year 1601 to the year 16,9
The case lasted from the year 1589 to the year 15,The case lasted from the year 1501 to the year 15,89
The evaluation lasted from the year 1646 to the year 16,The evaluation lasted from the year 1601 to the year 16,46
The trip lasted from the year 1150 to the year 11,The trip lasted from the year 1101 to the year 11,50
The fall lasted from the year 1350 to the year 13,The fall lasted from the year 1301 to the year 13,50
The fall lasted from the year 1154 to the year 11,The fall lasted from the year 1101 to the year 11,54
The operation lasted from the year 1592 to the year 15,The operation lasted from the year 1501 to the year 15,92
The case lasted from the year 1175 to the year 11,The case lasted from the year 1101 to the year 11,75
The employment lasted from the year 1763 to the year 17,The employment lasted from the year 1701 to the year 17,63
The contact lasted from the year 1243 to the year 12,The contact lasted from the year 1201 to the year 12,43
The effect lasted from the year 1106 to the year 11,The effect lasted from the year 1101 to the year 11,6
The testing lasted from the year 1506 to the year 15,The testing lasted from the year 1501 to the year 15,6
The contact lasted from the year 1762 to the year 17,The contact lasted from the year 1701 to the year 17,62
The process lasted from the year 1697 to the year 16,The process lasted from the year 1601 to the year 16,97
The evaluation lasted from the year 1339 to the year 13,The evaluation lasted from the year 1301 to the year 13,39
The coma lasted from the year 1366 to the year 13,The coma lasted from the year 1301 to the year 13,66
The evaluation lasted from the year 1472 to the year 14,The evaluation lasted from the year 1401 to the year 14,72
The contract lasted from the year 1608 to the year 16,The contract lasted from the year 1601 to the year 16,8
The effect lasted from the year 1696 to the year 16,The effect lasted from the year 1601 to the year 16,96
The competition lasted from the year 1325 to the year 13,The competition lasted from the year 1301 to the year 13,25
The project lasted from the year 1470 to the year 14,The project lasted from the year 1401 to the year 14,70
The trip lasted from the year 1118 to the year 11,The trip lasted from the year 1101 to the year 11,18
The increase lasted from the year 1548 to the year 15,The increase lasted from the year 1501 to the year 15,48
The attack lasted from the year 1255 to the year 12,The attack lasted from the year 1201 to the year 12,55
The shift lasted from the year 1763 to the year 17,The shift lasted from the year 1701 to the year 17,63
The operation lasted from the year 1208 to the year 12,The operation lasted from the year 1201 to the year 12,8
The tests lasted from the year 1744 to the year 17,The tests lasted from the year 1701 to the year 17,44
The tests lasted from the year 1606 to the year 16,The tests lasted from the year 1601 to the year 16,6
The practice lasted from the year 1479 to the year 14,The practice lasted from the year 1401 to the year 14,79
The practice lasted from the year 1147 to the year 11,The practice lasted from the year 1101 to the year 11,47
The study lasted from the year 1360 to the year 13,The study lasted from the year 1301 to the year 13,60
The relationship lasted from the year 1691 to the year 16,The relationship lasted from the year 1601 to the year 16,91
The quest lasted from the year 1187 to the year 11,The quest lasted from the year 1101 to the year 11,87
The outcome lasted from the year 1579 to the year 15,The outcome lasted from the year 1501 to the year 15,79
The fall lasted from the year 1692 to the year 16,The fall lasted from the year 1601 to the year 16,92
The project lasted from the year 1707 to the year 17,The project lasted from the year 1701 to the year 17,7
The campaign lasted from the year 1732 to the year 17,The campaign lasted from the year 1701 to the year 17,32
The operation lasted from the year 1325 to the year 13,The operation lasted from the year 1301 to the year 13,25
The plan lasted from the year 1141 to the year 11,The plan lasted from the year 1101 to the year 11,41
The program lasted from the year 1511 to the year 15,The program lasted from the year 1501 to the year 15,11
The employment lasted from the year 1692 to the year 16,The employment lasted from the year 1601 to the year 16,92
The campaign lasted from the year 1509 to the year 15,The campaign lasted from the year 1501 to the year 15,9
The operation lasted from the year 1180 to the year 11,The operation lasted from the year 1101 to the year 11,80
The tour lasted from the year 1214 to the year 12,The tour lasted from the year 1201 to the year 12,14
The growth lasted from the year 1234 to the year 12,The growth lasted from the year 1201 to the year 12,34
The riot lasted from the year 1651 to the year 16,The riot lasted from the year 1601 to the year 16,51
The rule lasted from the year 1119 to the year 11,The rule lasted from the year 1101 to the year 11,19
The project lasted from the year 1783 to the year 17,The project lasted from the year 1701 to the year 17,83
The shift lasted from the year 1593 to the year 15,The shift lasted from the year 1501 to the year 15,93
The operation lasted from the year 1650 to the year 16,The operation lasted from the year 1601 to the year 16,50
The existence lasted from the year 1424 to the year 14,The existence lasted from the year 1401 to the year 14,24
The development lasted from the year 1215 to the year 12,The development lasted from the year 1201 to the year 12,15
The attack lasted from the year 1621 to the year 16,The attack lasted from the year 1601 to the year 16,21
