Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
87621,-,34-7=,27,292-59=,233,1544,12994
87622,-,34-8=,26,259-21=,238,1627,13895
87623,-,34-9=,25,60-11=,49,914,2491
87624,-,34-10=,24,143-97=,46,1187,2790
87625,-,34-11=,23,96-86=,10,1419,605
87626,-,34-12=,22,255-8=,247,1313,14125
87627,-,34-13=,21,181-83=,98,1691,3264
87628,-,34-14=,20,229-133=,96,508,4161
87629,-,34-15=,19,291-110=,181,777,10562
87630,-,34-16=,18,273-268=,5,972,20
87631,-,34-17=,17,89-53=,36,1114,1927
87632,-,34-18=,16,229-75=,154,845,10559
87633,-,34-19=,15,155-47=,108,868,6640
87634,-,34-20=,14,165-113=,52,975,4103
87635,-,34-21=,13,253-163=,90,1032,1954
87636,-,34-22=,12,240-116=,124,717,8874
87637,-,34-23=,11,174-51=,123,806,4513
87638,-,34-24=,10,144-59=,85,605,5313
87639,-,34-25=,9,254-222=,32,24,843
87640,-,34-26=,8,142-49=,93,23,6365
87641,-,34-27=,7,212-168=,44,22,2096
87642,-,34-28=,6,187-142=,45,21,1774
87643,-,34-29=,5,193-176=,17,20,1114
87644,-,34-30=,4,266-17=,249,19,14735
87645,-,34-31=,3,211-127=,84,18,5833
87646,-,34-32=,2,153-3=,150,17,3965
87647,-,34-33=,1,279-127=,152,16,9756
87648,-,34-34=,0,241-124=,117,15,8546
87649,-,35-0=,35,296-25=,271,1758,15828
87650,-,35-1=,34,244-131=,113,1958,8190
87651,-,35-2=,33,172-171=,1,1644,16
87652,-,35-3=,32,214-129=,85,843,5313
87653,-,35-4=,31,291-42=,249,2148,14735
87654,-,35-5=,30,179-154=,25,966,914
87655,-,35-6=,29,101-54=,47,1682,2618
87656,-,35-7=,28,157-69=,88,1591,2421
87657,-,35-8=,27,269-162=,107,1544,7699
87658,-,35-9=,26,201-116=,85,1627,5313
87659,-,35-10=,25,177-144=,33,914,1644
87660,-,35-11=,24,165-38=,127,1187,6804
87661,-,35-12=,23,289-150=,139,1419,10125
87662,-,35-13=,22,238-113=,125,1313,6549
87663,-,35-14=,21,205-120=,85,1691,5313
87664,-,35-15=,20,215-202=,13,508,1032
87665,-,35-16=,19,31-30=,1,777,16
87666,-,35-17=,18,267-112=,155,972,9992
87667,-,35-18=,17,95-20=,75,1114,2075
87668,-,35-19=,16,115-42=,73,845,5958
87669,-,35-20=,15,211-79=,132,868,9413
87670,-,35-21=,14,278-174=,104,975,6849
87671,-,35-22=,13,128-82=,46,1032,2790
87672,-,35-23=,12,102-82=,20,717,508
87673,-,35-24=,11,247-156=,91,806,5925
87674,-,35-25=,10,196-147=,49,605,2491
87675,-,35-26=,9,289-18=,271,24,15828
87676,-,35-27=,8,250-51=,199,23,2550
87677,-,35-28=,7,110-107=,3,22,18
87678,-,35-29=,6,220-212=,8,21,23
87679,-,35-30=,5,284-273=,11,20,806
87680,-,35-31=,4,206-33=,173,19,11908
87681,-,35-32=,3,127-115=,12,18,717
87682,-,35-33=,2,265-241=,24,17,1187
87683,-,35-34=,1,298-18=,280,16,11209
87684,-,35-35=,0,138-123=,15,15,868
87685,-,36-0=,36,50-0=,50,1927,1135
87686,-,36-1=,35,210-17=,193,1758,7285
87687,-,36-2=,34,150-133=,17,1958,1114
87688,-,36-3=,33,297-254=,43,1644,3391
87689,-,36-4=,32,245-31=,214,843,11584
87690,-,36-5=,31,116-101=,15,2148,868
87691,-,36-6=,30,278-239=,39,966,2137
87692,-,36-7=,29,239-206=,33,1682,1644
87693,-,36-8=,28,89-28=,61,1591,5547
87694,-,36-9=,27,165-93=,72,1544,5332
87695,-,36-10=,26,256-41=,215,1627,12112
87696,-,36-11=,25,178-148=,30,914,966
87697,-,36-12=,24,298-248=,50,1187,1135
87698,-,36-13=,23,203-28=,175,1419,10005
87699,-,36-14=,22,257-183=,74,1313,5728
87700,-,36-15=,21,210-44=,166,1691,11247
87701,-,36-16=,20,207-201=,6,508,21
87702,-,36-17=,19,166-112=,54,777,4370
87703,-,36-18=,18,198-45=,153,972,9800
87704,-,36-19=,17,261-258=,3,1114,18
87705,-,36-20=,16,111-102=,9,845,24
87706,-,36-21=,15,261-106=,155,868,9992
87707,-,36-22=,14,298-151=,147,975,10288
87708,-,36-23=,13,167-82=,85,1032,5313
87709,-,36-24=,12,184-55=,129,717,9748
87710,-,36-25=,11,185-101=,84,806,5833
87711,-,36-26=,10,200-144=,56,605,3487
87712,-,36-27=,9,198-133=,65,24,2397
87713,-,36-28=,8,232-84=,148,23,10410
87714,-,36-29=,7,264-142=,122,22,8259
87715,-,36-30=,6,190-122=,68,21,2614
87716,-,36-31=,5,211-20=,191,20,7529
87717,-,36-32=,4,176-96=,80,19,1490
87718,-,36-33=,3,250-175=,75,18,2075
87719,-,36-34=,2,97-17=,80,17,1490
87720,-,36-35=,1,273-210=,63,16,5495
87721,-,36-36=,0,115-22=,93,15,6365
87722,-,37-0=,37,257-162=,95,1806,2721
87723,-,37-1=,36,242-53=,189,1927,9378
87724,-,37-2=,35,291-208=,83,1758,6069
87725,-,37-3=,34,149-36=,113,1958,8190
87726,-,37-4=,33,174-147=,27,1644,1544
87727,-,37-5=,32,196-57=,139,843,10125
87728,-,37-6=,31,291-100=,191,2148,7529
87729,-,37-7=,30,187-180=,7,966,22
87730,-,37-8=,29,164-23=,141,1682,9335
87731,-,37-9=,28,241-241=,0,1591,15
87732,-,37-10=,27,262-254=,8,1544,23
87733,-,37-11=,26,218-27=,191,1627,7529
87734,-,37-12=,25,112-30=,82,914,6086
87735,-,37-13=,24,206-185=,21,1187,1691
87736,-,37-14=,23,98-8=,90,1419,1954
87737,-,37-15=,22,195-139=,56,1313,3487
87738,-,37-16=,21,270-214=,56,1691,3487
87739,-,37-17=,20,116-68=,48,508,2166
87740,-,37-18=,19,138-121=,17,777,1114
87741,-,37-19=,18,217-210=,7,972,22
87742,-,37-20=,17,127-96=,31,1114,2148
87743,-,37-21=,16,226-171=,55,845,2131
87744,-,37-22=,15,261-180=,81,868,5932
87745,-,37-23=,14,277-263=,14,975,975
87746,-,37-24=,13,256-100=,156,1032,10132
87747,-,37-25=,12,69-67=,2,717,17
87748,-,37-26=,11,108-71=,37,806,1806
87749,-,37-27=,10,40-23=,17,605,1114
87750,-,37-28=,9,36-34=,2,24,17
87751,-,37-29=,8,226-91=,135,23,8878
87752,-,37-30=,7,192-126=,66,22,2287
87753,-,37-31=,6,202-9=,193,21,7285
87754,-,37-32=,5,289-233=,56,20,3487
87755,-,37-33=,4,146-78=,68,19,2614
87756,-,37-34=,3,295-213=,82,18,6086
87757,-,37-35=,2,298-17=,281,17,15282
87758,-,37-36=,1,268-95=,173,16,11908
87759,-,37-37=,0,106-25=,81,15,5932
87760,-,38-0=,38,274-60=,214,1987,11584
87761,-,38-1=,37,238-116=,122,1806,8259
87762,-,38-2=,36,298-43=,255,1927,3192
87763,-,38-3=,35,292-234=,58,1758,2970
87764,-,38-4=,34,49-42=,7,1958,22
87765,-,38-5=,33,246-71=,175,1644,10005
87766,-,38-6=,32,257-115=,142,843,10239
87767,-,38-7=,31,204-160=,44,2148,2096
87768,-,38-8=,30,98-25=,73,966,5958
87769,-,38-9=,29,296-192=,104,1682,6849
87770,-,38-10=,28,194-91=,103,1591,6889
87771,-,38-11=,27,260-23=,237,1544,14590
87772,-,38-12=,26,264-263=,1,1627,16
87773,-,38-13=,25,78-75=,3,914,18
87774,-,38-14=,24,224-88=,136,1187,9795
87775,-,38-15=,23,264-145=,119,1419,9079
87776,-,38-16=,22,272-143=,129,1313,9748
87777,-,38-17=,21,97-4=,93,1691,6365
87778,-,38-18=,20,194-82=,112,508,7261
87779,-,38-19=,19,196-144=,52,777,4103
87780,-,38-20=,18,95-38=,57,972,3226
87781,-,38-21=,17,201-15=,186,1114,9714
87782,-,38-22=,16,145-112=,33,845,1644
87783,-,38-23=,15,260-138=,122,868,8259
87784,-,38-24=,14,247-83=,164,975,10513
87785,-,38-25=,13,289-105=,184,1032,10336
87786,-,38-26=,12,243-220=,23,717,1419
87787,-,38-27=,11,193-125=,68,806,2614
87788,-,38-28=,10,228-151=,77,605,2813
87789,-,38-29=,9,190-19=,171,24,11123
87790,-,38-30=,8,299-205=,94,23,6281
87791,-,38-31=,7,280-140=,140,22,6860
87792,-,38-32=,6,188-59=,129,21,9748
87793,-,38-33=,5,257-214=,43,20,3391
87794,-,38-34=,4,262-197=,65,19,2397
87795,-,38-35=,3,268-9=,259,18,15537
87796,-,38-36=,2,278-222=,56,17,3487
87797,-,38-37=,1,253-206=,47,16,2618
87798,-,38-38=,0,181-152=,29,15,1682
87799,-,39-0=,39,199-62=,137,2137,10148
87800,-,39-1=,38,258-242=,16,1987,845
87801,-,39-2=,37,77-32=,45,1806,1774
87802,-,39-3=,36,211-125=,86,1927,4218
87803,-,39-4=,35,272-114=,158,1758,11286
87804,-,39-5=,34,215-144=,71,1958,6028
87805,-,39-6=,33,209-187=,22,1644,1313
87806,-,39-7=,32,220-137=,83,843,6069
87807,-,39-8=,31,193-66=,127,2148,6804
87808,-,39-9=,30,234-58=,176,966,10967
87809,-,39-10=,29,166-72=,94,1682,6281
87810,-,39-11=,28,288-257=,31,1591,2148
87811,-,39-12=,27,271-208=,63,1544,5495
87812,-,39-13=,26,199-142=,57,1627,3226
87813,-,39-14=,25,223-103=,120,914,4364
87814,-,39-15=,24,58-51=,7,1187,22
87815,-,39-16=,23,97-91=,6,1419,21
87816,-,39-17=,22,111-68=,43,1313,3391
87817,-,39-18=,21,226-155=,71,1691,6028
87818,-,39-19=,20,70-27=,43,508,3391
87819,-,39-20=,19,54-35=,19,777,777
87820,-,39-21=,18,291-275=,16,972,845
87821,-,39-22=,17,155-28=,127,1114,6804
87822,-,39-23=,16,256-37=,219,845,13762
87823,-,39-24=,15,290-283=,7,868,22
87824,-,39-25=,14,235-160=,75,975,2075
87825,-,39-26=,13,207-143=,64,1032,1227
87826,-,39-27=,12,269-56=,213,717,11702
87827,-,39-28=,11,213-111=,102,806,4278
87828,-,39-29=,10,238-49=,189,605,9378
87829,-,39-30=,9,47-37=,10,24,605
87830,-,39-31=,8,186-124=,62,23,5538
87831,-,39-32=,7,264-143=,121,22,7994
87832,-,39-33=,6,56-23=,33,21,1644
87833,-,39-34=,5,211-164=,47,20,2618
87834,-,39-35=,4,284-153=,131,19,9263
87835,-,39-36=,3,278-0=,278,18,16949
87836,-,39-37=,2,186-60=,126,17,9390
87837,-,39-38=,1,38-21=,17,16,1114
87838,-,39-39=,0,279-228=,51,15,3971
87839,-,40-0=,40,68-57=,11,1272,806
87840,-,40-1=,39,255-19=,236,2137,14087
87841,-,40-2=,38,170-79=,91,1987,5925
87842,-,40-3=,37,295-12=,283,1806,16085
87843,-,40-4=,36,255-206=,49,1927,2491
87844,-,40-5=,35,219-109=,110,1758,5120
87845,-,40-6=,34,276-254=,22,1958,1313
87846,-,40-7=,33,179-148=,31,1644,2148
87847,-,40-8=,32,253-146=,107,843,7699
87848,-,40-9=,31,236-39=,197,2148,4468
87849,-,40-10=,30,155-26=,129,966,9748
87850,-,40-11=,29,220-112=,108,1682,6640
87851,-,40-12=,28,126-13=,113,1591,8190
87852,-,40-13=,27,164-18=,146,1544,10465
87853,-,40-14=,26,114-3=,111,1627,5037
87854,-,40-15=,25,192-160=,32,914,843
87855,-,40-16=,24,272-50=,222,1187,9716
87856,-,40-17=,23,280-5=,275,1419,14417
87857,-,40-18=,22,259-221=,38,1313,1987
87858,-,40-19=,21,224-21=,203,1691,9639
87859,-,40-20=,20,213-95=,118,508,8899
87860,-,40-21=,19,267-124=,143,777,10290
87861,-,40-22=,18,112-75=,37,972,1806
87862,-,40-23=,17,144-144=,0,1114,15
87863,-,40-24=,16,151-143=,8,845,23
87864,-,40-25=,15,114-78=,36,868,1927
87865,-,40-26=,14,288-86=,202,975,2366
87866,-,40-27=,13,286-265=,21,1032,1691
87867,-,40-28=,12,290-79=,211,717,11483
87868,-,40-29=,11,162-125=,37,806,1806
87869,-,40-30=,10,70-9=,61,605,5547
87870,-,40-31=,9,276-119=,157,24,10895
87871,-,40-32=,8,86-37=,49,23,2491
87872,-,40-33=,7,193-0=,193,22,7285
87873,-,40-34=,6,72-49=,23,21,1419
87874,-,40-35=,5,99-42=,57,20,3226
87875,-,40-36=,4,255-245=,10,19,605
87876,-,40-37=,3,295-283=,12,18,717
87877,-,40-38=,2,213-141=,72,17,5332
87878,-,40-39=,1,134-46=,88,16,2421
87879,-,40-40=,0,129-89=,40,15,1272
87880,-,41-0=,41,161-100=,61,3174,5547
87881,-,41-1=,40,123-114=,9,1272,24
87882,-,41-2=,39,219-188=,31,2137,2148
87883,-,41-3=,38,117-85=,32,1987,843
87884,-,41-4=,37,281-182=,99,1806,1484
87885,-,41-5=,36,191-64=,127,1927,6804
87886,-,41-6=,35,277-216=,61,1758,5547
87887,-,41-7=,34,221-116=,105,1958,6550
87888,-,41-8=,33,232-189=,43,1644,3391
87889,-,41-9=,32,178-21=,157,843,10895
87890,-,41-10=,31,272-65=,207,2148,12060
87891,-,41-11=,30,159-109=,50,966,1135
87892,-,41-12=,29,175-89=,86,1682,4218
87893,-,41-13=,28,136-79=,57,1591,3226
87894,-,41-14=,27,236-181=,55,1544,2131
87895,-,41-15=,26,228-191=,37,1627,1806
87896,-,41-16=,25,72-51=,21,914,1691
87897,-,41-17=,24,213-117=,96,1187,4161
87898,-,41-18=,23,47-34=,13,1419,1032
87899,-,41-19=,22,29-3=,26,1313,1627
87900,-,41-20=,21,221-143=,78,1691,2495
87901,-,41-21=,20,255-13=,242,508,12754
87902,-,41-22=,19,281-157=,124,777,8874
87903,-,41-23=,18,240-224=,16,972,845
87904,-,41-24=,17,72-69=,3,1114,18
87905,-,41-25=,16,124-102=,22,845,1313
87906,-,41-26=,15,111-58=,53,868,4331
87907,-,41-27=,14,241-107=,134,975,9565
87908,-,41-28=,13,25-13=,12,1032,717
87909,-,41-29=,12,297-274=,23,717,1419
87910,-,41-30=,11,287-110=,177,806,11242
87911,-,41-31=,10,180-81=,99,605,1484
87912,-,41-32=,9,227-73=,154,24,10559
87913,-,41-33=,8,175-155=,20,23,508
87914,-,41-34=,7,260-212=,48,22,2166
87915,-,41-35=,6,196-127=,69,21,3076
87916,-,41-36=,5,96-92=,4,20,19
87917,-,41-37=,4,263-194=,69,19,3076
87918,-,41-38=,3,235-126=,109,18,7743
87919,-,41-39=,2,293-114=,179,17,11128
87920,-,41-40=,1,184-148=,36,16,1927
87921,-,41-41=,0,281-221=,60,15,1399
87922,-,42-0=,42,187-72=,115,2983,7322
87923,-,42-1=,41,206-202=,4,3174,19
87924,-,42-2=,40,86-24=,62,1272,5538
87925,-,42-3=,39,290-277=,13,2137,1032
87926,-,42-4=,38,169-104=,65,1987,2397
87927,-,42-5=,37,226-64=,162,1806,10674
87928,-,42-6=,36,140-33=,107,1927,7699
87929,-,42-7=,35,210-31=,179,1758,11128
87930,-,42-8=,34,148-17=,131,1958,9263
87931,-,42-9=,33,258-91=,167,1644,11515
87932,-,42-10=,32,197-100=,97,843,3534
87933,-,42-11=,31,265-156=,109,2148,7743
87934,-,42-12=,30,192-101=,91,966,5925
87935,-,42-13=,29,104-13=,91,1682,5925
87936,-,42-14=,28,293-49=,244,1591,13719
87937,-,42-15=,27,257-37=,220,1544,8610
87938,-,42-16=,26,218-202=,16,1627,845
87939,-,42-17=,25,159-72=,87,914,4044
87940,-,42-18=,24,244-215=,29,1187,1682
87941,-,42-19=,23,260-119=,141,1419,9335
87942,-,42-20=,22,268-200=,68,1313,2614
87943,-,42-21=,21,199-54=,145,1691,9591
87944,-,42-22=,20,125-48=,77,508,2813
87945,-,42-23=,19,77-14=,63,777,5495
87946,-,42-24=,18,291-265=,26,972,1627
87947,-,42-25=,17,162-123=,39,1114,2137
87948,-,42-26=,16,274-50=,224,845,10697
87949,-,42-27=,15,10-0=,10,868,605
87950,-,42-28=,14,103-69=,34,975,1958
87951,-,42-29=,13,132-25=,107,1032,7699
87952,-,42-30=,12,287-25=,262,717,14274
87953,-,42-31=,11,281-103=,178,806,11256
87954,-,42-32=,10,248-171=,77,605,2813
87955,-,42-33=,9,287-106=,181,24,10562
87956,-,42-34=,8,251-74=,177,23,11242
87957,-,42-36=,6,284-10=,274,21,16590
87958,-,42-41=,1,157-19=,138,16,10350
87959,-,43-0=,43,264-183=,81,3391,5932
87960,-,43-1=,42,136-68=,68,2983,2614
87961,-,43-2=,41,277-125=,152,3174,9756
87962,-,43-3=,40,147-129=,18,1272,972
87963,-,43-4=,39,190-40=,150,2137,3965
87964,-,43-5=,38,226-11=,215,1987,12112
87965,-,43-6=,37,63-23=,40,1806,1272
87966,-,43-7=,36,181-134=,47,1927,2618
87967,-,43-8=,35,199-140=,59,1758,2946
87968,-,43-9=,34,276-66=,210,1958,8848
87969,-,43-10=,33,250-84=,166,1644,11247
87970,-,43-11=,32,233-75=,158,843,11286
87971,-,43-12=,31,155-130=,25,2148,914
87972,-,43-13=,30,291-137=,154,966,10559
87973,-,43-14=,29,292-112=,180,1682,5245
87974,-,43-15=,28,272-119=,153,1591,9800
87975,-,43-16=,27,241-92=,149,1544,10161
87976,-,43-17=,26,278-267=,11,1627,806
87977,-,43-18=,25,243-152=,91,914,5925
87978,-,43-19=,24,112-46=,66,1187,2287
87979,-,43-20=,23,129-56=,73,1419,5958
87980,-,43-21=,22,176-11=,165,1313,10680
87981,-,43-22=,21,78-23=,55,1691,2131
87982,-,43-23=,20,56-45=,11,508,806
87983,-,43-24=,19,198-29=,169,777,11739
87984,-,43-25=,18,296-136=,160,972,6330
87985,-,43-26=,17,238-101=,137,1114,10148
87986,-,43-27=,16,279-70=,209,845,12652
87987,-,43-28=,15,269-109=,160,868,6330
87988,-,43-29=,14,282-183=,99,975,1484
87989,-,43-30=,13,197-111=,86,1032,4218
87990,-,43-31=,12,154-73=,81,717,5932
87991,-,43-32=,11,143-11=,132,806,9413
87992,-,43-33=,10,76-67=,9,605,24
87993,-,43-34=,9,272-132=,140,24,6860
87994,-,43-35=,8,294-180=,114,23,8011
87995,-,43-36=,7,269-72=,197,22,4468
87996,-,43-37=,6,279-143=,136,21,9795
87997,-,43-38=,5,121-98=,23,20,1419
87998,-,43-39=,4,242-153=,89,19,4578
87999,-,43-40=,3,133-61=,72,18,5332
88000,-,43-41=,2,201-88=,113,17,8190
88001,-,43-42=,1,180-153=,27,16,1544
88002,-,43-43=,0,266-159=,107,15,7699
88003,-,44-0=,44,135-81=,54,2096,4370
88004,-,44-1=,43,193-27=,166,3391,11247
88005,-,44-2=,42,265-141=,124,2983,8874
88006,-,44-3=,41,147-111=,36,3174,1927
88007,-,44-4=,40,282-212=,70,1272,2031
88008,-,44-5=,39,215-93=,122,2137,8259
88009,-,44-6=,38,189-146=,43,1987,3391
88010,-,44-7=,37,164-1=,163,1806,9892
88011,-,44-8=,36,270-270=,0,1927,15
88012,-,44-9=,35,299-279=,20,1758,508
88013,-,44-10=,34,219-115=,104,1958,6849
88014,-,44-11=,33,142-52=,90,1644,1954
88015,-,44-12=,32,275-39=,236,843,14087
88016,-,44-13=,31,136-13=,123,2148,4513
88017,-,44-14=,30,147-40=,107,966,7699
88018,-,44-15=,29,149-82=,67,1682,3080
88019,-,44-16=,28,199-199=,0,1591,15
88020,-,44-17=,27,20-11=,9,1544,24
88021,-,44-18=,26,252-217=,35,1627,1758
88022,-,44-19=,25,203-42=,161,914,10718
88023,-,44-20=,24,203-120=,83,1187,6069
88024,-,44-21=,23,129-78=,51,1419,3971
88025,-,44-22=,22,229-3=,226,1313,14057
88026,-,44-23=,21,171-62=,109,1691,7743
88027,-,44-24=,20,298-114=,184,508,10336
88028,-,44-25=,19,221-127=,94,777,6281
88029,-,44-26=,18,262-35=,227,972,14206
88030,-,44-27=,17,287-225=,62,1114,5538
88031,-,44-28=,16,277-101=,176,845,10967
88032,-,44-29=,15,219-103=,116,868,8027
88033,-,44-30=,14,220-145=,75,975,2075
88034,-,44-31=,13,219-25=,194,1032,6393
88035,-,44-32=,12,143-116=,27,717,1544
88036,-,44-33=,11,222-176=,46,806,2790
88037,-,44-34=,10,244-173=,71,605,6028
88038,-,44-35=,9,194-191=,3,24,18
88039,-,44-36=,8,299-37=,262,23,14274
88040,-,44-37=,7,140-83=,57,22,3226
88041,-,44-38=,6,290-41=,249,21,14735
88042,-,44-39=,5,190-21=,169,20,11739
88043,-,44-40=,4,19-7=,12,19,717
88044,-,44-41=,3,238-234=,4,18,19
88045,-,44-42=,2,256-236=,20,17,508
88046,-,44-43=,1,227-35=,192,16,5926
88047,-,44-44=,0,218-20=,198,15,3753
88048,-,45-0=,45,260-130=,130,1774,5894
88049,-,45-1=,44,286-266=,20,2096,508
88050,-,45-2=,43,89-23=,66,3391,2287
88051,-,45-3=,42,51-41=,10,2983,605
88052,-,45-4=,41,137-11=,126,3174,9390
88053,-,45-5=,40,236-119=,117,1272,8546
88054,-,45-6=,39,274-58=,216,2137,12463
88055,-,45-7=,38,169-61=,108,1987,6640
88056,-,45-8=,37,289-183=,106,1806,7461
88057,-,45-9=,36,260-9=,251,1927,13860
88058,-,45-10=,35,215-46=,169,1758,11739
88059,-,45-11=,34,186-23=,163,1958,9892
88060,-,45-12=,33,58-52=,6,1644,21
88061,-,45-13=,32,208-19=,189,843,9378
88062,-,45-14=,31,261-0=,261,2148,15602
88063,-,45-15=,30,153-69=,84,966,5833
88064,-,45-16=,29,217-134=,83,1682,6069
88065,-,45-17=,28,145-33=,112,1591,7261
88066,-,45-18=,27,99-40=,59,1544,2946
88067,-,45-19=,26,284-107=,177,1627,11242
88068,-,45-20=,25,272-142=,130,914,5894
88069,-,45-21=,24,239-114=,125,1187,6549
88070,-,45-22=,23,103-66=,37,1419,1806
88071,-,45-23=,22,270-118=,152,1313,9756
88072,-,45-24=,21,34-23=,11,1691,806
88073,-,45-25=,20,224-173=,51,508,3971
88074,-,45-26=,19,81-19=,62,777,5538
88075,-,45-27=,18,290-131=,159,972,11068
88076,-,45-28=,17,271-100=,171,1114,11123
88077,-,45-29=,16,167-142=,25,845,914
88078,-,45-30=,15,87-62=,25,868,914
88079,-,45-31=,14,231-221=,10,975,605
88080,-,45-32=,13,297-216=,81,1032,5932
88081,-,45-33=,12,294-67=,227,717,14206
88082,-,45-34=,11,199-166=,33,806,1644
88083,-,45-35=,10,296-110=,186,605,9714
88084,-,45-36=,9,164-164=,0,24,15
88085,-,45-37=,8,99-88=,11,23,806
88086,-,45-38=,7,143-114=,29,22,1682
88087,-,45-39=,6,253-182=,71,21,6028
88088,-,45-40=,5,267-33=,234,20,11727
88089,-,45-41=,4,189-80=,109,19,7743
88090,-,45-42=,3,262-240=,22,18,1313
88091,-,45-43=,2,292-284=,8,17,23
88092,-,45-44=,1,293-21=,272,16,15741
88093,-,46-0=,46,153-7=,146,2790,10465
88094,-,46-1=,45,155-93=,62,1774,5538
88095,-,46-2=,44,233-221=,12,2096,717
88096,-,46-3=,43,212-140=,72,3391,5332
88097,-,46-4=,42,262-135=,127,2983,6804
88098,-,46-5=,41,244-59=,185,3174,9741
88099,-,46-6=,40,139-51=,88,1272,2421
88100,-,46-7=,39,234-103=,131,2137,9263
88101,-,46-8=,38,132-88=,44,1987,2096
88102,-,46-9=,37,299-68=,231,1806,12245
88103,-,46-10=,36,182-67=,115,1927,7322
88104,-,46-11=,35,243-113=,130,1758,5894
88105,-,46-12=,34,173-121=,52,1958,4103
88106,-,46-13=,33,78-48=,30,1644,966
88107,-,46-14=,32,286-59=,227,843,14206
88108,-,46-15=,31,139-67=,72,2148,5332
88109,-,46-16=,30,276-195=,81,966,5932
88110,-,46-17=,29,58-7=,51,1682,3971
88111,-,46-18=,28,258-86=,172,1591,10861
88112,-,46-19=,27,219-37=,182,1544,10828
88113,-,46-20=,26,233-201=,32,1627,843
88114,-,46-21=,25,127-97=,30,914,966
88115,-,46-22=,24,50-31=,19,1187,777
88116,-,46-23=,23,239-73=,166,1419,11247
88117,-,46-24=,22,130-70=,60,1313,1399
88118,-,46-25=,21,185-129=,56,1691,3487
88119,-,46-26=,20,88-23=,65,508,2397
88120,-,46-27=,19,294-149=,145,777,9591
88121,-,46-28=,18,143-31=,112,972,7261
88122,-,46-29=,17,203-191=,12,1114,717
88123,-,46-30=,16,255-233=,22,845,1313
88124,-,46-31=,15,99-70=,29,868,1682
88125,-,46-32=,14,192-115=,77,975,2813
88126,-,46-33=,13,218-54=,164,1032,10513
88127,-,46-34=,12,249-144=,105,717,6550
88128,-,46-35=,11,108-74=,34,806,1958
88129,-,46-36=,10,118-56=,62,605,5538
88130,-,46-37=,9,161-123=,38,24,1987
88131,-,46-38=,8,250-210=,40,23,1272
88132,-,46-39=,7,159-59=,100,22,1041
88133,-,46-40=,6,291-138=,153,21,9800
88134,-,46-41=,5,271-179=,92,20,6083
88135,-,46-42=,4,280-46=,234,19,11727
88136,-,46-43=,3,240-75=,165,18,10680
88137,-,46-44=,2,257-118=,139,17,10125
88138,-,46-45=,1,203-119=,84,16,5833
88139,-,46-46=,0,230-46=,184,15,10336
88140,-,47-0=,47,274-224=,50,2618,1135
88141,-,47-1=,46,109-80=,29,2790,1682
88142,-,47-2=,45,299-122=,177,1774,11242
88143,-,47-3=,44,214-20=,194,2096,6393
88144,-,47-4=,43,293-190=,103,3391,6889
88145,-,47-5=,42,287-233=,54,2983,4370
88146,-,47-6=,41,248-217=,31,3174,2148
88147,-,47-7=,40,287-79=,208,1272,12171
88148,-,47-8=,39,282-179=,103,2137,6889
88149,-,47-9=,38,224-202=,22,1987,1313
88150,-,47-10=,37,190-188=,2,1806,17
88151,-,47-11=,36,116-64=,52,1927,4103
88152,-,47-12=,35,243-42=,201,1758,679
88153,-,47-13=,34,240-20=,220,1958,8610
88154,-,47-14=,33,263-108=,155,1644,9992
88155,-,47-15=,32,259-51=,208,843,12171
88156,-,47-16=,31,160-75=,85,2148,5313
88157,-,47-17=,30,188-5=,183,966,10750
88158,-,47-18=,29,121-22=,99,1682,1484
88159,-,47-19=,28,214-67=,147,1591,10288
88160,-,47-20=,27,246-197=,49,1544,2491
88161,-,47-21=,26,104-92=,12,1627,717
88162,-,47-22=,25,214-119=,95,914,2721
88163,-,47-23=,24,231-92=,139,1187,10125
88164,-,47-24=,23,196-96=,100,1419,1041
88165,-,47-25=,22,235-112=,123,1313,4513
88166,-,47-26=,21,240-80=,160,1691,6330
88167,-,47-27=,20,216-156=,60,508,1399
88168,-,47-28=,19,117-111=,6,777,21
88169,-,47-29=,18,125-64=,61,972,5547
88170,-,47-30=,17,188-8=,180,1114,5245
88171,-,47-31=,16,179-62=,117,845,8546
88172,-,47-32=,15,267-220=,47,868,2618
88173,-,47-33=,14,171-100=,71,975,6028
88174,-,47-34=,13,12-11=,1,1032,16
88175,-,47-35=,12,245-63=,182,717,10828
88176,-,47-36=,11,76-39=,37,806,1806
88177,-,47-37=,10,157-97=,60,605,1399
88178,-,47-38=,9,45-21=,24,24,1187
88179,-,47-39=,8,246-33=,213,23,11702
88180,-,47-40=,7,219-198=,21,22,1691
88181,-,47-41=,6,161-0=,161,21,10718
88182,-,47-42=,5,252-63=,189,20,9378
88183,-,47-43=,4,134-62=,72,19,5332
88184,-,47-44=,3,262-85=,177,18,11242
88185,-,47-45=,2,287-257=,30,17,966
88186,-,47-46=,1,123-73=,50,16,1135
88187,-,47-47=,0,187-1=,186,15,9714
88188,-,48-0=,48,90-32=,58,2166,2970
88189,-,48-1=,47,137-88=,49,2618,2491
88190,-,48-2=,46,294-124=,170,2790,8258
88191,-,48-3=,45,213-209=,4,1774,19
88192,-,48-4=,44,287-261=,26,2096,1627
88193,-,48-5=,43,149-63=,86,3391,4218
