clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two kimps. Now there is one k","First, there was one kimp. Now there are two k",11548,39830,kimp,kimps,1
"First, there was one prodkess. Now there are two prodk","First, there were two prodkesses. Now there is one prodk",48998,405,prodkess,prodkesses,0
"First, there were two prodkesses. Now there is one prodk","First, there was one prodkess. Now there are two prodk",405,48998,prodkess,prodkesses,1
"First, there was one sunayer. Now there are two sun","First, there were two sunayers. Now there is one sun",8883,4071,sunayer,sunayers,0
"First, there were two sunayers. Now there is one sun","First, there was one sunayer. Now there are two sun",4071,8883,sunayer,sunayers,1
"First, there was one meriun. Now there are two meri","First, there were two meriuns. Now there is one meri",4539,328,meriun,meriuns,0
"First, there were two meriuns. Now there is one meri","First, there was one meriun. Now there are two meri",328,4539,meriun,meriuns,1
"First, there was one strekked. Now there are two strekk","First, there were two strekkeds. Now there is one strekk",5797,264,strekked,strekkeds,0
"First, there were two strekkeds. Now there is one strekk","First, there was one strekked. Now there are two strekk",264,5797,strekked,strekkeds,1
"First, there was one dowage. Now there are two dow","First, there were two dowages. Now there is one dow",1131,486,dowage,dowages,0
"First, there were two dowages. Now there is one dow","First, there was one dowage. Now there are two dow",486,1131,dowage,dowages,1
"First, there was one vorit. Now there are two vor","First, there were two vorits. Now there is one vor",953,262,vorit,vorits,0
"First, there were two vorits. Now there is one vor","First, there was one vorit. Now there are two vor",262,953,vorit,vorits,1
"First, there was one stant. Now there are two st","First, there were two stants. Now there is one st",1103,386,stant,stants,0
"First, there were two stants. Now there is one st","First, there was one stant. Now there are two st",386,1103,stant,stants,1
"First, there was one natone. Now there are two nat","First, there were two natones. Now there is one nat",2487,531,natone,natones,0
"First, there were two natones. Now there is one nat","First, there was one natone. Now there are two nat",531,2487,natone,natones,1
"First, there was one awress. Now there are two aw","First, there were two awresses. Now there is one aw",16443,560,awress,awresses,0
"First, there were two awresses. Now there is one aw","First, there was one awress. Now there are two aw",560,16443,awress,awresses,1
"First, there was one swood. Now there are two s","First, there were two swoods. Now there is one s",48853,5308,swood,swoods,0
"First, there were two swoods. Now there is one s","First, there was one swood. Now there are two s",5308,48853,swood,swoods,1
"First, there was one urper. Now there are two ur","First, there were two urpers. Now there is one ur",5726,468,urper,urpers,0
"First, there were two urpers. Now there is one ur","First, there was one urper. Now there are two ur",468,5726,urper,urpers,1
"First, there was one heafed. Now there are two heaf","First, there were two heafeds. Now there is one heaf",5797,264,heafed,heafeds,0
"First, there were two heafeds. Now there is one heaf","First, there was one heafed. Now there are two heaf",264,5797,heafed,heafeds,1
"First, there was one unger. Now there are two un","First, there were two ungers. Now there is one un",7276,1063,unger,ungers,0
"First, there were two ungers. Now there is one un","First, there was one unger. Now there are two un",1063,7276,unger,ungers,1
"First, there was one uffile. Now there are two uff","First, there were two uffiles. Now there is one uff",3205,587,uffile,uffiles,0
"First, there were two uffiles. Now there is one uff","First, there was one uffile. Now there are two uff",587,3205,uffile,uffiles,1
"First, there was one dunchter. Now there are two dunch","First, there were two dunchters. Now there is one dunch",1336,350,dunchter,dunchters,0
"First, there were two dunchters. Now there is one dunch","First, there was one dunchter. Now there are two dunch",350,1336,dunchter,dunchters,1
"First, there was one vear. Now there are two ve","First, there were two vears. Now there is one ve",1032,274,vear,vears,0
"First, there were two vears. Now there is one ve","First, there was one vear. Now there are two ve",274,1032,vear,vears,1
"First, there was one sonio. Now there are two son","First, there were two sonios. Now there is one son",3783,900,sonio,sonios,0
"First, there were two sonios. Now there is one son","First, there was one sonio. Now there are two son",900,3783,sonio,sonios,1
"First, there was one exglinge. Now there are two exgling","First, there were two exglinges. Now there is one exgling",265,70,exglinge,exglinges,0
"First, there were two exglinges. Now there is one exgling","First, there was one exglinge. Now there are two exgling",70,265,exglinge,exglinges,1
"First, there was one ocotion. Now there are two oc","First, there were two ocotions. Now there is one oc",47839,5011,ocotion,ocotions,0
"First, there were two ocotions. Now there is one oc","First, there was one ocotion. Now there are two oc",5011,47839,ocotion,ocotions,1
"First, there was one stubant. Now there are two stub","First, there were two stubants. Now there is one stub",1103,386,stubant,stubants,0
"First, there were two stubants. Now there is one stub","First, there was one stubant. Now there are two stub",386,1103,stubant,stubants,1
"First, there was one cottege. Now there are two cotte","First, there were two cotteges. Now there is one cotte",2510,463,cottege,cotteges,0
"First, there were two cotteges. Now there is one cotte","First, there was one cottege. Now there are two cotte",463,2510,cottege,cotteges,1
"First, there was one corroter. Now there are two corro","First, there were two corroters. Now there is one corro",1336,350,corroter,corroters,0
"First, there were two corroters. Now there is one corro","First, there was one corroter. Now there are two corro",350,1336,corroter,corroters,1
"First, there was one noswork. Now there are two nos","First, there were two nosworks. Now there is one nos",4896,1601,noswork,nosworks,0
"First, there were two nosworks. Now there is one nos","First, there was one noswork. Now there are two nos",1601,4896,noswork,nosworks,1
"First, there was one alsyment. Now there are two alsy","First, there were two alsyments. Now there is one alsy",942,420,alsyment,alsyments,0
"First, there were two alsyments. Now there is one alsy","First, there was one alsyment. Now there are two alsy",420,942,alsyment,alsyments,1
"First, there was one helily. Now there are two hel","First, there were two helilies. Now there is one hel",5348,1031,helily,helilies,0
"First, there were two helilies. Now there is one hel","First, there was one helily. Now there are two hel",1031,5348,helily,helilies,1
