clean,corrupted,label,corrupted_label
The official language in Loppi is,The official language in Benelux is,58953,24113
The official language in Pomarkku is,The official language in Cossonay is,58953,8753
The official language in Perroy is,The official language in Dominica is,8753,6498
Valery Sigalevitch known for playing the,Henryk Wieniawski known for playing the,27374,63137
" Nina van Pallandt, citizen of"," Nandan Nilekani, citizen of",35440,6890
The official language in Denmark is,The official language in Somalia is,44780,85794
" Daniel Powter, citizen of"," Veronica Lario, citizen of",7008,15704
The official language in Canada is,The official language in Chennai is,6498,44883
" Kunihiko Yasui, citizen of"," Kevin Pauwels, citizen of",6457,34061
The official language in Sipoo is,The official language in Tolyatti is,58953,8690
"Karl Taylor Compton, a famous","Alfred Easton Poor, a famous",83323,11726
"Laurent Lafforgue, a famous","Noon Meem Rashid, a famous",21651,40360
Mikhail Kopelman known for playing the,Carmell Jones known for playing the,63137,92359
Charlie Banacos known for playing the,Mark O'Connor known for playing the,27374,63137
The official language in Dietikon is,The official language in North Korea is,6063,16526
" Fred Urquhart, citizen of"," Pavol Demitra, citizen of",7008,81785
Gerry Beckley known for playing the,Liz Phair known for playing the,27374,17418
Erik Truffaz known for playing the,Lars Frederiksen known for playing the,92359,17418
Marvin Stamm known for playing the,Malcolm Goldstein known for playing the,92359,63137
The official language in Cuba is,The official language in Brazil is,15506,43288
Ethelbert Nevin known for playing the,Giuseppe Torelli known for playing the,27374,63137
The official language in Lappeenranta is,The official language in Storuman Municipality is,58953,31209
"Ernst von Possart, a famous","Walter Hines Page, a famous",12360,23672
" Kalraj Mishra, citizen of"," Henrik Zetterberg, citizen of",6890,24067
" Hanna Krall, citizen of"," Andre Spitzer, citizen of",28702,6921
" Tzeni Karezi, citizen of"," Kaka Hathrasi, citizen of",25431,6890
Clare Fischer known for playing the,Bud Scott known for playing the,27374,17418
Jon Eardley known for playing the,Giuseppe Tartini known for playing the,92359,63137
The official language in Virrat is,The official language in Soviet Union is,58953,8690
Gideon Klein known for playing the,Roy Paci known for playing the,27374,92359
The official language in Italy is,The official language in Arkansas is,15155,6498
Anthony Burger known for playing the,Dave Hernandez known for playing the,27374,17418
" Juma Ikangaa, citizen of"," Rodolfo Mederos, citizen of",69894,32164
" Ovadia Yosef, citizen of"," Marlene Favela, citizen of",6921,12550
" Jean Bobet, citizen of"," Manuel Carrasco, citizen of",9822,18157
" Priyanandanan, citizen of"," Tor Endresen, citizen of",6890,32603
The official language in Tavannes is,The official language in Nuevo Santander is,8753,15506
" Oladipo Diya, citizen of"," Alfred Gusenbauer, citizen of",29258,35998
The official language in Ligornetto is,The official language in Flemish Region is,15155,24113
The official language in Mississippi is,The official language in Guatemala is,6498,15506
Count Basie known for playing the,Pat Sansone known for playing the,27374,17418
"Viktor Uspaskich, a famous","Nikolai Myaskovsky, a famous",37038,40550
The official language in Hollola is,The official language in Suriname is,58953,24113
The official language in Patna is,The official language in North Carolina is,45080,6498
"Steven Mercurio, a famous","Chandan Mitra, a famous",40550,23672
"Naomi Shihab Nye, a famous","Anders Fogh Rasmussen, a famous",40360,37038
" Celso Amorim, citizen of"," Mario Aldo Montano, citizen of",16327,15704
The official language in Democratic Republic of the Congo is,The official language in Union of European Football Associations is,8753,6498
" Kristian Levring, citizen of"," Pierre Janssen, citizen of",35440,9822
The official language in Kauniainen is,The official language in Mendrisio is,58953,15155
The official language in Haiti is,The official language in Panama is,8753,15506
Charles-Valentin Alkan known for playing the,Vlatko Stefanovski known for playing the,27374,17418
Dmitry Sitkovetsky known for playing the,Alicia de Larrocha known for playing the,63137,27374
"Steve Hughes, a famous","Danny Dayton, a famous",51912,12360
" Maria Wetterstrand, citizen of"," Desmond O'Malley, citizen of",24067,14990
"Heath Ledger, a famous","Herb Greene, a famous",12360,29867
Hilary Hahn known for playing the,Blind Willie McTell known for playing the,63137,17418
The official language in Aarau is,The official language in Nousiainen is,6063,58953
"Anna Louisa Karsch, a famous","Mitr Chaibancha, a famous",40360,12360
The official language in Nigeria is,The official language in Guinea is,6498,8753
" Bassekou Kouyate, citizen of"," Jithan Ramesh, citizen of",64994,6890
" Haseeb Ahsan, citizen of"," Ulrica Arfvidsson, citizen of",17076,24067
The official language in Transnistria is,The official language in Teuva is,8690,58953
"Carl Barron, a famous","William Hardy Wilson, a famous",51912,11726
" Per Joar Hansen, citizen of"," Erwin Wurm, citizen of",32603,35998
The official language in Iisalmi is,The official language in Vichy France is,58953,8753
The official language in Botswana is,The official language in Lugano is,6498,15155
The official language in Kajaani is,The official language in Church of Greece is,58953,18341
"Gu Seung-hyeon, a famous","J. B. Priestley, a famous",12360,81747
The official language in Bonaire is,The official language in Kajaani is,24113,58953
" Katerine Moreno, citizen of"," Desmond O'Malley, citizen of",77710,14990
The official language in Uruguay is,The official language in Niger is,15506,8753
" Nancy Drolet, citizen of"," Kim Myhr, citizen of",7008,32603
The official language in Meyrin is,The official language in Pacific Alliance is,8753,15506
" Bertil Lindblad, citizen of"," Qazi Hussain Ahmad, citizen of",24067,17076
" Hendrawan, citizen of"," Marcus Horan, citizen of",24922,14990
The official language in French Community of Belgium is,The official language in Hirvensalmi is,8753,58953
" Abubakari Yakubu, citizen of"," Hanan al-Shaykh, citizen of",48668,40371
The official language in Saskatchewan is,The official language in Iran is,6498,50961
The official language in Colombia is,The official language in Bermuda is,15506,6498
" Tewodros II, citizen of"," Paul Duchesnay, citizen of",60457,9822
The official language in Tampere is,The official language in Liestal is,58953,6063
"Enrique Granados, a famous","Malcolm Keen, a famous",40550,12360
" Norma Aleandro, citizen of"," Raheem Shah, citizen of",32164,17076
Steve Marriott known for playing the,Frank London known for playing the,17418,92359
Kid Thomas Valentine known for playing the,Daniel Mongrain known for playing the,92359,17418
" Wasis Diop, citizen of"," Eric Frenzel, citizen of",5476,10057
"Jack Huston, a famous","Edward Braddon, a famous",12360,37038
The official language in United States Virgin Islands is,The official language in Republic of Karelia is,6498,8690
The official language in Royal 22e Régiment is,The official language in Karachay-Cherkess Republic is,8753,8690
The official language in Vantaa is,The official language in French Guiana is,58953,8753
" Etsuko Inoue, citizen of"," Matic Osovnikar, citizen of",6457,79317
" Adelsteen Normann, citizen of"," Facundo Bagnis, citizen of",32603,32164
" Manuel Ferraz de Campos Sales, citizen of"," Alina Devecerski, citizen of",16327,24067
" Paul Hammerich, citizen of"," Dan Kolov, citizen of",35440,59819
" Andreas Carlsson, citizen of"," Nancy Drolet, citizen of",24067,7008
"Jude Wanniski, a famous","Boris Tchaikovsky, a famous",23672,40550
" Arvid Lindman, citizen of"," Wasis Diop, citizen of",24067,5476
Michael Nyman known for playing the,Ma Sicong known for playing the,27374,63137
"Poojappura Ravi, a famous","Klemens von Metternich, a famous",12360,69050
The official language in Gambia is,The official language in Bedano is,6498,15155
Jan Ladislav Dussek known for playing the,Shmuel Ashkenasi known for playing the,27374,63137
" Carlos Meglia, citizen of"," Jens Evensen, citizen of",32164,32603
" Leonardo Silva, citizen of"," Giovanni Ferrari, citizen of",16327,15704
"Jack Wild, a famous","Charles Kaiser, a famous",12360,23672
Carmell Jones known for playing the,Linda Brava known for playing the,92359,63137
"Kazuo Ishiguro, a famous","Noon Meem Rashid, a famous",81747,40360
" Jean-Paul Akayesu, citizen of"," Arne Vidar Røed, citizen of",79204,32603
The official language in New Hampshire is,The official language in Kokkola is,6498,58953
The official language in Merikarvia is,The official language in canton of Bern is,58953,6063
The official language in Le Locle is,The official language in Ligornetto is,8753,15155
The official language in Valkeakoski is,The official language in Pitcairn Islands is,58953,6498
The official language in Aargau is,The official language in Laukaa is,6063,58953
The official language in Navarre is,The official language in Guernsey is,15506,6498
Brian May known for playing the,George Duke known for playing the,17418,27374
" Massimiliano Fuksas, citizen of"," Alireza Eftekhari, citizen of",15704,10471
" Mathieu Bodmer, citizen of"," Luis Llosa, citizen of",9822,48847
"Yuvraj Hans, a famous","Thomas de Waal, a famous",12360,23672
Billy Grammer known for playing the,Paul Anka known for playing the,17418,27374
The official language in Orivesi is,The official language in Blonay is,58953,8753
"Boris Tchaikovsky, a famous","Noon Meem Rashid, a famous",40550,40360
" Szymon Szymonowic, citizen of"," Henrique Maximiano Coelho Neto, citizen of",28702,16327
The official language in San Marino is,The official language in Suriname is,15155,24113
"Bowie Lam, a famous","Julian Beck, a famous",12360,40360
"William John Gruffydd, a famous","Daeg Faerch, a famous",40360,12360
The official language in Kiuruvesi is,The official language in Republic of Karelia is,58953,8690
"Hugh Bonneville, a famous","Rob Gifford, a famous",12360,23672
" Ernest Blanc, citizen of"," Elaine Cassidy, citizen of",9822,14990
" Goffredo Petrassi, citizen of"," Yasuyuki Kase, citizen of",15704,6457
"Dumitru Prunariu, a famous","Kazys Lozoraitis, a famous",47733,69050
" Pierre Antonini, citizen of"," Manuel Uribe, citizen of",9822,12550
" Renzo Furlan, citizen of"," Andris Piebalgs, citizen of",15704,79258
" Vilayat Khan, citizen of"," Paolo Nespoli, citizen of",6890,15704
Ola Kvernberg known for playing the,Samuil Feinberg known for playing the,63137,27374
" Roman Kroitor, citizen of"," Joseph Csaky, citizen of",7008,43876
Sheryl Crow known for playing the,Mark Isham known for playing the,17418,92359
Nat King Cole known for playing the,Neil Hagerty known for playing the,27374,17418
"Suzanne Virdee, a famous","Crawford Williamson Long, a famous",23672,46098
Peter Laughner known for playing the,Count Basie known for playing the,17418,27374
Al Hirt known for playing the,Nat King Cole known for playing the,92359,27374
" Zafar Karachiwala, citizen of"," Shigeki Maruyama, citizen of",6890,6457
The official language in Mexico is,The official language in Belize is,15506,6498
"Carlo Porta, a famous","Morris Carnovsky, a famous",40360,12360
" Dimitrie Sturdza, citizen of"," Espen Knutsen, citizen of",47149,32603
" Armin Hofmann, citizen of"," Raheem Shah, citizen of",30221,17076
The official language in Juva is,The official language in Bedano is,58953,15155
" Fumihiko Maki, citizen of"," Jithan Ramesh, citizen of",6457,6890
Lil Hardin Armstrong known for playing the,Antonio Vivaldi known for playing the,27374,63137
The official language in Isle of Man is,The official language in Equatorial Guinea is,6498,15506
" Marty Natalegawa, citizen of"," Narciso Campero, citizen of",24922,77710
" Facundo Bagnis, citizen of"," Yasutaka Nakata, citizen of",32164,6457
Hughie Thomasson known for playing the,Nadia Reisenberg known for playing the,17418,27374
The official language in Camorino is,The official language in Moscow Mathematical Society is,15155,8690
The official language in Basel-Stadt is,The official language in Teuva is,6063,58953
" Alexey Poltoranin, citizen of"," Orestis Laskos, citizen of",73537,25431
The official language in Payerne is,The official language in Asikkala is,8753,58953
Sammy Price known for playing the,Bradford Cox known for playing the,27374,17418
" Go Shiozaki, citizen of"," Diori Hamani, citizen of",6457,20992
The official language in Prussia is,The official language in Vevey is,6063,8753
The official language in Bolama is,The official language in Provence is,43288,8753
The official language in Jharkhand is,The official language in Suonenjoki is,45080,58953
The official language in Salla is,The official language in Dundee is,58953,6498
" Pavol Demitra, citizen of"," Priyanandanan, citizen of",81785,6890
" Elastinen, citizen of"," Mark Heese, citizen of",37355,7008
" Eiko Shimamiya, citizen of"," Pankaj Udhas, citizen of",6457,6890
" Mykola Tomenko, citizen of"," Giorgio Pantano, citizen of",19278,15704
"Jonathan Kwitny, a famous","Sadhu Kokila, a famous",23672,12360
The official language in Sambir is,The official language in Carouge is,34725,8753
" Isabell Werth, citizen of"," Paul Duchesnay, citizen of",10057,9822
The official language in Engelberg is,The official language in American Samoa is,6063,6498
Anthony Plog known for playing the,Jason Rebello known for playing the,92359,27374
The official language in Sint Eustatius is,The official language in Krasnodar Krai is,24113,8690
"John Gawsworth, a famous","Karle Warren, a famous",40360,12360
" Edita Abdieski, citizen of"," Noriyasu Hirata, citizen of",30221,6457
Red Nichols known for playing the,Tom Fletcher known for playing the,92359,17418
Alan Rubin known for playing the,Lewis Kaplan known for playing the,92359,63137
"Ronan Hardiman, a famous","James Broughton, a famous",40550,40360
"Dhananjay Singh, a famous","Ian Hanomansing, a famous",12360,23672
The official language in Hyrynsalmi is,The official language in Gothenburg Municipality is,58953,31209
The official language in Cayman Islands is,The official language in Joensuu is,6498,58953
The official language in Russian Soviet Federative Socialist Republic is,The official language in Collonge-Bellerive is,8690,8753
The official language in Malabo is,The official language in British Columbia is,15506,6498
The official language in Lucerne is,The official language in Marshall Islands is,6063,6498
" Patrick Fiori, citizen of"," Anthony Warlow, citizen of",9822,8494
Henry Flynt known for playing the,Jason Rebello known for playing the,63137,27374
"Jacobo Ficher, a famous","Sadhu Kokila, a famous",40550,12360
" Shamash-shum-ukin, citizen of"," Duvvuri Subbarao, citizen of",64678,6890
The official language in Venezuela is,The official language in Illinois is,15506,6498
"Rob Gifford, a famous","Ashok Mitra, a famous",23672,46215
" Shigeaki Ikeda, citizen of"," Bernardo Houssay, citizen of",6457,32164
George Gershwin known for playing the,Norbert Brainin known for playing the,27374,63137
The official language in Rajasthan is,The official language in Croatia is,45080,100170
Jeanne Lamon known for playing the,Don Grolnick known for playing the,63137,27374
The official language in Basel-Landschaft is,The official language in Karkkila is,6063,58953
The official language in Kaskinen is,The official language in Navarre is,58953,15506
The official language in North Carolina is,The official language in Lapua is,6498,58953
The official language in Udmurt Republic is,The official language in Trinidad and Tobago is,8690,6498
" Giovanni Lista, citizen of"," Gabriel Axel, citizen of",15704,35440
" Chittadhar Hridaya, citizen of"," Yusuf bin Alawi bin Abdullah, citizen of",50064,82225
Carla Bley known for playing the,Melissa Etheridge known for playing the,27374,17418
" Masahiko Nishimura, citizen of"," Theodosia Salome Okoh, citizen of",6457,48668
