clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2,prob_diff
", mahi mahi and other",mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]",", cantaloupes and other",cantaloupes,fruit,"['fruits', 'fruit']","[15921, 8234]",mahi mahi are a type of,cantaloupes are a type of,0.0005455859936773777
", blowfish and other",blowfish,fish,"['fish', 'fishes']","[5916, 49765]",", heavy metal and other",heavy metal,music,['music'],[2647],blowfish are a type of,heavy metal is a type of,0.13876362144947052
", guppy and other",guppy,fish,"['fish', 'fishes']","[5916, 49765]",", rubles and other",rubles,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",guppy are a type of,rubles are a type of,0.0005586004117503762
", halibut and other",halibut,fish,"['fish', 'fishes']","[5916, 49765]",", R&B and other",R&B,music,['music'],[2647],halibut are a type of,R&B is a type of,0.00771316746249795
", perch and other",perch,fish,"['fish', 'fishes']","[5916, 49765]",", mockingbirds and other",mockingbirds,bird,"['birds', 'bird']","[10087, 6512]",perch are a type of,mockingbirds are a type of,-0.0007965041440911591
", rainbow trout and other",rainbow trout,fish,"['fish', 'fishes']","[5916, 49765]",", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12734, 48573]",rainbow trout are a type of,lilacs are a type of,0.08928822726011276
", marlin and other",marlin,fish,"['fish', 'fishes']","[5916, 49765]",", lacrosse and other",lacrosse,sport,['sports'],[5701],marlin are a type of,lacrosse is a type of,0.0003094943822361529
", minnow and other",minnow,fish,"['fish', 'fishes']","[5916, 49765]",", grandmothers and other",grandmothers,relative,"['relatives', 'family']","[12772, 1641]",minnow are a type of,grandmothers are a type of,0.0010273379739373922
", pike and other",pike,fish,"['fish', 'fishes']","[5916, 49765]",", congresswomen and other",congresswomen,politician,"['elected', 'politicians']","[7018, 7602]",pike are a type of,congresswomen are a type of,0.0009247928392142057
", piranha and other",piranha,fish,"['fish', 'fishes']","[5916, 49765]",", water polo and other",water polo,sport,['sports'],[5701],piranha are a type of,water polo is a type of,0.00745425745844841
", snapper and other",snapper,fish,"['fish', 'fishes']","[5916, 49765]",", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12734, 48573]",snapper are a type of,lilacs are a type of,0.0005257758311927319
