clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 turquoises and gemstones are two types of,turquoises,gemstones,gem,"['gem', 'gems']","[16840, 23685]", woodpeckers and falcons are two types of,woodpeckers,falcons,bird,"['birds', 'bird']","[10087, 6512]"
 turquoises and amethysts are two types of,turquoises,amethysts,gem,"['gem', 'gems']","[16840, 23685]", woodpeckers and sparrows are two types of,woodpeckers,sparrows,bird,"['birds', 'bird']","[10087, 6512]"
 turquoises and opals are two types of,turquoises,opals,gem,"['gem', 'gems']","[16840, 23685]", mahi mahi and goldfish are two types of,mahi mahi,goldfish,fish,"['fish', 'fishes']","[5916, 49765]"
 turquoises and topazs are two types of,turquoises,topazs,gem,"['gem', 'gems']","[16840, 23685]", moccasins and flip flops are two types of,moccasins,flip flops,footwear,['footwear'],[43463]
 turquoises and garnets are two types of,turquoises,garnets,gem,"['gem', 'gems']","[16840, 23685]", cantaloupes and limes are two types of,cantaloupes,limes,fruit,"['fruits', 'fruit']","[15921, 8234]"
 turquoises and jades are two types of,turquoises,jades,gem,"['gem', 'gems']","[16840, 23685]", cantaloupes and lemons are two types of,cantaloupes,lemons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 turquoises and quartzs are two types of,turquoises,quartzs,gem,"['gem', 'gems']","[16840, 23685]", tambourines and basses are two types of,tambourines,basses,instrument,"['musical', 'instruments']","[10530, 12834]"
 hours and secs are two types of,hours,secs,time,"['time', 'units']","[640, 4991]", bananas and cherries are two types of,bananas,cherries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 hours and minutes are two types of,hours,minutes,time,"['time', 'units']","[640, 4991]", cod and carp are two types of,cod,carp,fish,"['fish', 'fishes']","[5916, 49765]"
 hours and years are two types of,hours,years,time,"['time', 'units']","[640, 4991]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 hours and days are two types of,hours,days,time,"['time', 'units']","[640, 4991]", quarters and cents are two types of,quarters,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 hours and months are two types of,hours,months,time,"['time', 'units']","[640, 4991]", elephants and rabbits are two types of,elephants,rabbits,animal,['animals'],[4695]
 hours and decades are two types of,hours,decades,time,"['time', 'units']","[640, 4991]", chairs and shelves are two types of,chairs,shelves,furniture,['furniture'],[13091]
 hours and centuries are two types of,hours,centuries,time,"['time', 'units']","[640, 4991]", governors and mayors are two types of,governors,mayors,politician,"['elected', 'politicians']","[7018, 7602]"
 hours and weeks are two types of,hours,weeks,time,"['time', 'units']","[640, 4991]", meters and inches are two types of,meters,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 hours and milliseconds are two types of,hours,milliseconds,time,"['time', 'units']","[640, 4991]", onions and broccoli are two types of,onions,broccoli,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 hours and millenniums are two types of,hours,millenniums,time,"['time', 'units']","[640, 4991]", representatives and congressmen are two types of,representatives,congressmen,politician,"['elected', 'politicians']","[7018, 7602]"
 hours and nanoseconds are two types of,hours,nanoseconds,time,"['time', 'units']","[640, 4991]", apples and cantaloupes are two types of,apples,cantaloupes,fruit,"['fruits', 'fruit']","[15921, 8234]"
 hours and eons are two types of,hours,eons,time,"['time', 'units']","[640, 4991]", cousins and grandfathers are two types of,cousins,grandfathers,relative,"['relatives', 'family']","[12772, 1641]"
 secs and hours are two types of,secs,hours,time,"['time', 'units']","[640, 4991]", suns and roses are two types of,suns,roses,flower,"['flowers', 'flowering']","[12734, 48573]"
 secs and minutes are two types of,secs,minutes,time,"['time', 'units']","[640, 4991]", drug smuggling and burglary are two types of,drug smuggling,burglary,crime,"['crimes', 'crime']","[6741, 4065]"
 secs and years are two types of,secs,years,time,"['time', 'units']","[640, 4991]", goldfish and trout are two types of,goldfish,trout,fish,"['fish', 'fishes']","[5916, 49765]"
 secs and days are two types of,secs,days,time,"['time', 'units']","[640, 4991]", drunk driving and arson are two types of,drunk driving,arson,crime,"['crimes', 'crime']","[6741, 4065]"
 secs and months are two types of,secs,months,time,"['time', 'units']","[640, 4991]", recliners and lamps are two types of,recliners,lamps,furniture,['furniture'],[13091]
 secs and decades are two types of,secs,decades,time,"['time', 'units']","[640, 4991]", feets and inches are two types of,feets,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 secs and centuries are two types of,secs,centuries,time,"['time', 'units']","[640, 4991]", maces and rifles are two types of,maces,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 secs and weeks are two types of,secs,weeks,time,"['time', 'units']","[640, 4991]", mansions and trailers are two types of,mansions,trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 secs and milliseconds are two types of,secs,milliseconds,time,"['time', 'units']","[640, 4991]", hip hop and classical are two types of,hip hop,classical,music,['music'],[2647]
 secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[640, 4991]", sleet and typhoons are two types of,sleet,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 secs and nanoseconds are two types of,secs,nanoseconds,time,"['time', 'units']","[640, 4991]", running shoes and moccasins are two types of,running shoes,moccasins,footwear,['footwear'],[43463]
 secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]", cheerleading and cross country are two types of,cheerleading,cross country,sport,['sports'],[5701]
 minutes and hours are two types of,minutes,hours,time,"['time', 'units']","[640, 4991]", heels and pumps are two types of,heels,pumps,footwear,['footwear'],[43463]
 minutes and secs are two types of,minutes,secs,time,"['time', 'units']","[640, 4991]", diamonds and opals are two types of,diamonds,opals,gem,"['gem', 'gems']","[16840, 23685]"
 minutes and years are two types of,minutes,years,time,"['time', 'units']","[640, 4991]", Egypt and China are two types of,Egypt,China,country,"['countries', 'country']","[2678, 1499]"
 minutes and days are two types of,minutes,days,time,"['time', 'units']","[640, 4991]", tents and trailers are two types of,tents,trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 minutes and months are two types of,minutes,months,time,"['time', 'units']","[640, 4991]", grenades and swords are two types of,grenades,swords,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 minutes and decades are two types of,minutes,decades,time,"['time', 'units']","[640, 4991]", tuna and cod are two types of,tuna,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 minutes and centuries are two types of,minutes,centuries,time,"['time', 'units']","[640, 4991]", bananas and apples are two types of,bananas,apples,fruit,"['fruits', 'fruit']","[15921, 8234]"
 minutes and weeks are two types of,minutes,weeks,time,"['time', 'units']","[640, 4991]", senators and governors are two types of,senators,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 minutes and milliseconds are two types of,minutes,milliseconds,time,"['time', 'units']","[640, 4991]", firefighters and secretaries are two types of,firefighters,secretaries,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 minutes and millenniums are two types of,minutes,millenniums,time,"['time', 'units']","[640, 4991]", ducks and hummingbirds are two types of,ducks,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]"
 minutes and nanoseconds are two types of,minutes,nanoseconds,time,"['time', 'units']","[640, 4991]", chickens and seagulls are two types of,chickens,seagulls,bird,"['birds', 'bird']","[10087, 6512]"
 minutes and eons are two types of,minutes,eons,time,"['time', 'units']","[640, 4991]", ducks and orioles are two types of,ducks,orioles,bird,"['birds', 'bird']","[10087, 6512]"
 years and hours are two types of,years,hours,time,"['time', 'units']","[640, 4991]", volleyball and skiing are two types of,volleyball,skiing,sport,['sports'],[5701]
 years and secs are two types of,years,secs,time,"['time', 'units']","[640, 4991]", roses and carnations are two types of,roses,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 years and minutes are two types of,years,minutes,time,"['time', 'units']","[640, 4991]", gospel and metal are two types of,gospel,metal,music,['music'],[2647]
 years and days are two types of,years,days,time,"['time', 'units']","[640, 4991]", floods and snow are two types of,floods,snow,weather,"['weather', 'natural']","[6193, 3288]"
 years and months are two types of,years,months,time,"['time', 'units']","[640, 4991]", lamps and chairs are two types of,lamps,chairs,furniture,['furniture'],[13091]
 years and decades are two types of,years,decades,time,"['time', 'units']","[640, 4991]", chiefs and soldiers are two types of,chiefs,soldiers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 years and centuries are two types of,years,centuries,time,"['time', 'units']","[640, 4991]", mothers and cousins are two types of,mothers,cousins,relative,"['relatives', 'family']","[12772, 1641]"
 years and weeks are two types of,years,weeks,time,"['time', 'units']","[640, 4991]", deer and rats are two types of,deer,rats,animal,['animals'],[4695]
 years and milliseconds are two types of,years,milliseconds,time,"['time', 'units']","[640, 4991]", rain and snow are two types of,rain,snow,weather,"['weather', 'natural']","[6193, 3288]"
 years and millenniums are two types of,years,millenniums,time,"['time', 'units']","[640, 4991]", hurricanes and thunderstorms are two types of,hurricanes,thunderstorms,weather,"['weather', 'natural']","[6193, 3288]"
 years and nanoseconds are two types of,years,nanoseconds,time,"['time', 'units']","[640, 4991]", sneakers and moccasins are two types of,sneakers,moccasins,footwear,['footwear'],[43463]
 years and eons are two types of,years,eons,time,"['time', 'units']","[640, 4991]", representatives and congresswomen are two types of,representatives,congresswomen,politician,"['elected', 'politicians']","[7018, 7602]"
 days and hours are two types of,days,hours,time,"['time', 'units']","[640, 4991]", kilometers and centimeters are two types of,kilometers,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 days and secs are two types of,days,secs,time,"['time', 'units']","[640, 4991]", trucks and cabs are two types of,trucks,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 days and minutes are two types of,days,minutes,time,"['time', 'units']","[640, 4991]", burglary and arson are two types of,burglary,arson,crime,"['crimes', 'crime']","[6741, 4065]"
 days and years are two types of,days,years,time,"['time', 'units']","[640, 4991]", vans and motorcycles are two types of,vans,motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 days and months are two types of,days,months,time,"['time', 'units']","[640, 4991]", chairs and lamps are two types of,chairs,lamps,furniture,['furniture'],[13091]
 days and decades are two types of,days,decades,time,"['time', 'units']","[640, 4991]", firefighters and athletes are two types of,firefighters,athletes,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 days and centuries are two types of,days,centuries,time,"['time', 'units']","[640, 4991]", socks and jackets are two types of,socks,jackets,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 days and weeks are two types of,days,weeks,time,"['time', 'units']","[640, 4991]", scientists and bankers are two types of,scientists,bankers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 days and milliseconds are two types of,days,milliseconds,time,"['time', 'units']","[640, 4991]", secretaries and policemen are two types of,secretaries,policemen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 days and millenniums are two types of,days,millenniums,time,"['time', 'units']","[640, 4991]", hockey and field hockey are two types of,hockey,field hockey,sport,['sports'],[5701]
 days and nanoseconds are two types of,days,nanoseconds,time,"['time', 'units']","[640, 4991]", chickens and woodpeckers are two types of,chickens,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]"
 days and eons are two types of,days,eons,time,"['time', 'units']","[640, 4991]", keyboards and bass guitars are two types of,keyboards,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]"
 months and hours are two types of,months,hours,time,"['time', 'units']","[640, 4991]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 months and secs are two types of,months,secs,time,"['time', 'units']","[640, 4991]", generals and corporals are two types of,generals,corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 months and minutes are two types of,months,minutes,time,"['time', 'units']","[640, 4991]", kilometers and yards are two types of,kilometers,yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 months and years are two types of,months,years,time,"['time', 'units']","[640, 4991]", vans and cars are two types of,vans,cars,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 months and days are two types of,months,days,time,"['time', 'units']","[640, 4991]", presidents and governors are two types of,presidents,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 months and decades are two types of,months,decades,time,"['time', 'units']","[640, 4991]", pumps and heels are two types of,pumps,heels,footwear,['footwear'],[43463]
 months and centuries are two types of,months,centuries,time,"['time', 'units']","[640, 4991]", brethren and grandparents are two types of,brethren,grandparents,relative,"['relatives', 'family']","[12772, 1641]"
 months and weeks are two types of,months,weeks,time,"['time', 'units']","[640, 4991]", dollars and quarters are two types of,dollars,quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 months and milliseconds are two types of,months,milliseconds,time,"['time', 'units']","[640, 4991]", athletes and teachers are two types of,athletes,teachers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
