clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 turquoises and sapphires are two types of,turquoises,sapphires,gem,"['gem', 'gems']","[16840, 23685]", seagulls and woodpeckers are two types of,seagulls,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]"
 turquoises and pearls are two types of,turquoises,pearls,gem,"['gem', 'gems']","[16840, 23685]", tambourines and french horns are two types of,tambourines,french horns,instrument,"['musical', 'instruments']","[10530, 12834]"
 turquoises and gemstones are two types of,turquoises,gemstones,gem,"['gem', 'gems']","[16840, 23685]", mahi mahi and marlin are two types of,mahi mahi,marlin,fish,"['fish', 'fishes']","[5916, 49765]"
 turquoises and amethysts are two types of,turquoises,amethysts,gem,"['gem', 'gems']","[16840, 23685]", moccasins and flip flops are two types of,moccasins,flip flops,footwear,['footwear'],[43463]
 turquoises and opals are two types of,turquoises,opals,gem,"['gem', 'gems']","[16840, 23685]", cantaloupes and pears are two types of,cantaloupes,pears,fruit,"['fruits', 'fruit']","[15921, 8234]"
 turquoises and topazs are two types of,turquoises,topazs,gem,"['gem', 'gems']","[16840, 23685]", daffodils and sunflowers are two types of,daffodils,sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]"
 turquoises and garnets are two types of,turquoises,garnets,gem,"['gem', 'gems']","[16840, 23685]", mahi mahi and herring are two types of,mahi mahi,herring,fish,"['fish', 'fishes']","[5916, 49765]"
 turquoises and jades are two types of,turquoises,jades,gem,"['gem', 'gems']","[16840, 23685]", nanoseconds and secs are two types of,nanoseconds,secs,time,"['time', 'units']","[640, 4991]"
 turquoises and quartzs are two types of,turquoises,quartzs,gem,"['gem', 'gems']","[16840, 23685]", daffodils and carnations are two types of,daffodils,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 hours and secs are two types of,hours,secs,time,"['time', 'units']","[640, 4991]", boots and sandals are two types of,boots,sandals,footwear,['footwear'],[43463]
 hours and minutes are two types of,hours,minutes,time,"['time', 'units']","[640, 4991]", representatives and senators are two types of,representatives,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 hours and years are two types of,hours,years,time,"['time', 'units']","[640, 4991]", representatives and senators are two types of,representatives,senators,politician,"['elected', 'politicians']","[7018, 7602]"
 hours and days are two types of,hours,days,time,"['time', 'units']","[640, 4991]", belts and dresses are two types of,belts,dresses,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 hours and months are two types of,hours,months,time,"['time', 'units']","[640, 4991]", apples and oranges are two types of,apples,oranges,fruit,"['fruits', 'fruit']","[15921, 8234]"
 hours and decades are two types of,hours,decades,time,"['time', 'units']","[640, 4991]", blues and dance are two types of,blues,dance,music,['music'],[2647]
 hours and centuries are two types of,hours,centuries,time,"['time', 'units']","[640, 4991]", commanders and chiefs are two types of,commanders,chiefs,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 hours and weeks are two types of,hours,weeks,time,"['time', 'units']","[640, 4991]", shelves and cabinets are two types of,shelves,cabinets,furniture,['furniture'],[13091]
 hours and milliseconds are two types of,hours,milliseconds,time,"['time', 'units']","[640, 4991]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 hours and millenniums are two types of,hours,millenniums,time,"['time', 'units']","[640, 4991]", ants and fleas are two types of,ants,fleas,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 hours and nanoseconds are two types of,hours,nanoseconds,time,"['time', 'units']","[640, 4991]", roses and daffodils are two types of,roses,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 hours and eons are two types of,hours,eons,time,"['time', 'units']","[640, 4991]", country and bluegrass are two types of,country,bluegrass,music,['music'],[2647]
 secs and hours are two types of,secs,hours,time,"['time', 'units']","[640, 4991]", herring and cod are two types of,herring,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 secs and minutes are two types of,secs,minutes,time,"['time', 'units']","[640, 4991]", limes and bananas are two types of,limes,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 secs and years are two types of,secs,years,time,"['time', 'units']","[640, 4991]", colonels and generals are two types of,colonels,generals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 secs and days are two types of,secs,days,time,"['time', 'units']","[640, 4991]", police officers and policemen are two types of,police officers,policemen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 secs and months are two types of,secs,months,time,"['time', 'units']","[640, 4991]", beets and lettuce are two types of,beets,lettuce,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 secs and decades are two types of,secs,decades,time,"['time', 'units']","[640, 4991]", jades and diamonds are two types of,jades,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 secs and centuries are two types of,secs,centuries,time,"['time', 'units']","[640, 4991]", celery and beans are two types of,celery,beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 secs and weeks are two types of,secs,weeks,time,"['time', 'units']","[640, 4991]", slippers and pumps are two types of,slippers,pumps,footwear,['footwear'],[43463]
 secs and milliseconds are two types of,secs,milliseconds,time,"['time', 'units']","[640, 4991]", bookcases and desks are two types of,bookcases,desks,furniture,['furniture'],[13091]
 secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[640, 4991]", mangoes and plums are two types of,mangoes,plums,fruit,"['fruits', 'fruit']","[15921, 8234]"
 secs and nanoseconds are two types of,secs,nanoseconds,time,"['time', 'units']","[640, 4991]", lilies and daffodils are two types of,lilies,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]", couches and futons are two types of,couches,futons,furniture,['furniture'],[13091]
 minutes and hours are two types of,minutes,hours,time,"['time', 'units']","[640, 4991]", rap and pop are two types of,rap,pop,music,['music'],[2647]
 minutes and secs are two types of,minutes,secs,time,"['time', 'units']","[640, 4991]", burglary and drunk driving are two types of,burglary,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 minutes and years are two types of,minutes,years,time,"['time', 'units']","[640, 4991]", desks and beds are two types of,desks,beds,furniture,['furniture'],[13091]
 minutes and days are two types of,minutes,days,time,"['time', 'units']","[640, 4991]", strawberries and oranges are two types of,strawberries,oranges,fruit,"['fruits', 'fruit']","[15921, 8234]"
 minutes and months are two types of,minutes,months,time,"['time', 'units']","[640, 4991]", engineers and businessmen are two types of,engineers,businessmen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 minutes and decades are two types of,minutes,decades,time,"['time', 'units']","[640, 4991]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[10087, 6512]"
 minutes and centuries are two types of,minutes,centuries,time,"['time', 'units']","[640, 4991]", cents and pounds are two types of,cents,pounds,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 minutes and weeks are two types of,minutes,weeks,time,"['time', 'units']","[640, 4991]", meters and centimeters are two types of,meters,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 minutes and milliseconds are two types of,minutes,milliseconds,time,"['time', 'units']","[640, 4991]", dollars and cents are two types of,dollars,cents,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 minutes and millenniums are two types of,minutes,millenniums,time,"['time', 'units']","[640, 4991]", palms and elms are two types of,palms,elms,tree,['trees'],[7150]
 minutes and nanoseconds are two types of,minutes,nanoseconds,time,"['time', 'units']","[640, 4991]", diamonds and turquoises are two types of,diamonds,turquoises,gem,"['gem', 'gems']","[16840, 23685]"
 minutes and eons are two types of,minutes,eons,time,"['time', 'units']","[640, 4991]", ducks and falcons are two types of,ducks,falcons,bird,"['birds', 'bird']","[10087, 6512]"
 years and hours are two types of,years,hours,time,"['time', 'units']","[640, 4991]", inches and miles are two types of,inches,miles,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 years and secs are two types of,years,secs,time,"['time', 'units']","[640, 4991]", turtles and elk are two types of,turtles,elk,animal,['animals'],[4695]
 years and minutes are two types of,years,minutes,time,"['time', 'units']","[640, 4991]", sisters and cousins are two types of,sisters,cousins,relative,"['relatives', 'family']","[12772, 1641]"
 years and days are two types of,years,days,time,"['time', 'units']","[640, 4991]", butterflies and beetles are two types of,butterflies,beetles,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 years and months are two types of,years,months,time,"['time', 'units']","[640, 4991]", speeding and homicide are two types of,speeding,homicide,crime,"['crimes', 'crime']","[6741, 4065]"
 years and decades are two types of,years,decades,time,"['time', 'units']","[640, 4991]", pounds and quarters are two types of,pounds,quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 years and centuries are two types of,years,centuries,time,"['time', 'units']","[640, 4991]", cars and motorcycles are two types of,cars,motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 years and weeks are two types of,years,weeks,time,"['time', 'units']","[640, 4991]", nails and screws are two types of,nails,screws,tool,['tools'],[4899]
 years and milliseconds are two types of,years,milliseconds,time,"['time', 'units']","[640, 4991]", flies and ants are two types of,flies,ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 years and millenniums are two types of,years,millenniums,time,"['time', 'units']","[640, 4991]", drills and pliers are two types of,drills,pliers,tool,['tools'],[4899]
 years and nanoseconds are two types of,years,nanoseconds,time,"['time', 'units']","[640, 4991]", ducks and woodpeckers are two types of,ducks,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]"
 years and eons are two types of,years,eons,time,"['time', 'units']","[640, 4991]", vandalism and drunk driving are two types of,vandalism,drunk driving,crime,"['crimes', 'crime']","[6741, 4065]"
 days and hours are two types of,days,hours,time,"['time', 'units']","[640, 4991]", lettuce and corn are two types of,lettuce,corn,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 days and secs are two types of,days,secs,time,"['time', 'units']","[640, 4991]", planes and cabs are two types of,planes,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 days and minutes are two types of,days,minutes,time,"['time', 'units']","[640, 4991]", pop and alternative are two types of,pop,alternative,music,['music'],[2647]
 days and years are two types of,days,years,time,"['time', 'units']","[640, 4991]", ships and cars are two types of,ships,cars,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 days and months are two types of,days,months,time,"['time', 'units']","[640, 4991]", guns and axes are two types of,guns,axes,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 days and decades are two types of,days,decades,time,"['time', 'units']","[640, 4991]", volleyball and track are two types of,volleyball,track,sport,['sports'],[5701]
 days and centuries are two types of,days,centuries,time,"['time', 'units']","[640, 4991]", tents and hotels are two types of,tents,hotels,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 days and weeks are two types of,days,weeks,time,"['time', 'units']","[640, 4991]", yards and kilometers are two types of,yards,kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 days and milliseconds are two types of,days,milliseconds,time,"['time', 'units']","[640, 4991]", knives and rifles are two types of,knives,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 days and millenniums are two types of,days,millenniums,time,"['time', 'units']","[640, 4991]", majors and corporals are two types of,majors,corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 days and nanoseconds are two types of,days,nanoseconds,time,"['time', 'units']","[640, 4991]", roses and daffodils are two types of,roses,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 days and eons are two types of,days,eons,time,"['time', 'units']","[640, 4991]", trains and subways are two types of,trains,subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 months and hours are two types of,months,hours,time,"['time', 'units']","[640, 4991]", ants and bees are two types of,ants,bees,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 months and secs are two types of,months,secs,time,"['time', 'units']","[640, 4991]", dollars and dimes are two types of,dollars,dimes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 months and minutes are two types of,months,minutes,time,"['time', 'units']","[640, 4991]", dogs and goats are two types of,dogs,goats,animal,['animals'],[4695]
 months and years are two types of,months,years,time,"['time', 'units']","[640, 4991]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 months and days are two types of,months,days,time,"['time', 'units']","[640, 4991]", potatoes and onions are two types of,potatoes,onions,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 months and decades are two types of,months,decades,time,"['time', 'units']","[640, 4991]", representatives and mayors are two types of,representatives,mayors,politician,"['elected', 'politicians']","[7018, 7602]"
 months and centuries are two types of,months,centuries,time,"['time', 'units']","[640, 4991]", miles and yards are two types of,miles,yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
