clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 turquoises and sapphires are two types of,turquoises,sapphires,gem,"['gem', 'gems']","[16915, 42776]", tigers and cheetahs are two types of,tigers,cheetahs,animal,['animals'],[5074]
 turquoises and pearls are two types of,turquoises,pearls,gem,"['gem', 'gems']","[16915, 42776]", praying mantis and beetles are two types of,praying mantis,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 turquoises and gemstones are two types of,turquoises,gemstones,gem,"['gem', 'gems']","[16915, 42776]", nanoseconds and secs are two types of,nanoseconds,secs,time,"['time', 'units']","[673, 5085]"
 turquoises and amethysts are two types of,turquoises,amethysts,gem,"['gem', 'gems']","[16915, 42776]", pantiess and boxer shortss are two types of,pantiess,boxer shortss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 turquoises and opals are two types of,turquoises,opals,gem,"['gem', 'gems']","[16915, 42776]", petunias and suns are two types of,petunias,suns,flower,"['flowers', 'flowering']","[12405, 37958]"
 turquoises and topazs are two types of,turquoises,topazs,gem,"['gem', 'gems']","[16915, 42776]", schooners and catamarans are two types of,schooners,catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
 turquoises and garnets are two types of,turquoises,garnets,gem,"['gem', 'gems']","[16915, 42776]", praying mantis and wasps are two types of,praying mantis,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 turquoises and jades are two types of,turquoises,jades,gem,"['gem', 'gems']","[16915, 42776]", clarinets and flutes are two types of,clarinets,flutes,instrument,"['musical', 'instruments']","[12256, 13225]"
 turquoises and quartzs are two types of,turquoises,quartzs,gem,"['gem', 'gems']","[16915, 42776]", admirals and privates are two types of,admirals,privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 hours and secs are two types of,hours,secs,time,"['time', 'units']","[673, 5085]", roses and pansies are two types of,roses,pansies,flower,"['flowers', 'flowering']","[12405, 37958]"
 hours and minutes are two types of,hours,minutes,time,"['time', 'units']","[673, 5085]", spiders and bees are two types of,spiders,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 hours and years are two types of,hours,years,time,"['time', 'units']","[673, 5085]", rain and earthquakes are two types of,rain,earthquakes,weather,"['weather', 'natural']","[8588, 3626]"
 hours and days are two types of,hours,days,time,"['time', 'units']","[673, 5085]", hockey and skiing are two types of,hockey,skiing,sport,['sports'],[9001]
 hours and months are two types of,hours,months,time,"['time', 'units']","[673, 5085]", generals and majors are two types of,generals,majors,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 hours and decades are two types of,hours,decades,time,"['time', 'units']","[673, 5085]", trains and ships are two types of,trains,ships,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 hours and centuries are two types of,hours,centuries,time,"['time', 'units']","[673, 5085]", flies and ants are two types of,flies,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 hours and weeks are two types of,hours,weeks,time,"['time', 'units']","[673, 5085]", track and tennis are two types of,track,tennis,sport,['sports'],[9001]
 hours and milliseconds are two types of,hours,milliseconds,time,"['time', 'units']","[673, 5085]", officers and majors are two types of,officers,majors,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 hours and millenniums are two types of,hours,millenniums,time,"['time', 'units']","[673, 5085]", apartments and dormitories are two types of,apartments,dormitories,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 hours and nanoseconds are two types of,hours,nanoseconds,time,"['time', 'units']","[673, 5085]", rugby and water polo are two types of,rugby,water polo,sport,['sports'],[9001]
 hours and eons are two types of,hours,eons,time,"['time', 'units']","[673, 5085]", boots and loafers are two types of,boots,loafers,footwear,['footwear'],[3174]
 secs and hours are two types of,secs,hours,time,"['time', 'units']","[673, 5085]", grandmothers and cousins are two types of,grandmothers,cousins,relative,"['relatives', 'family']","[17772, 2021]"
 secs and minutes are two types of,secs,minutes,time,"['time', 'units']","[673, 5085]", tidal waves and floods are two types of,tidal waves,floods,weather,"['weather', 'natural']","[8588, 3626]"
 secs and years are two types of,secs,years,time,"['time', 'units']","[673, 5085]", dimes and pounds are two types of,dimes,pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 secs and days are two types of,secs,days,time,"['time', 'units']","[673, 5085]", micrometers and yards are two types of,micrometers,yards,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 secs and months are two types of,secs,months,time,"['time', 'units']","[673, 5085]", police officers and engineers are two types of,police officers,engineers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 secs and decades are two types of,secs,decades,time,"['time', 'units']","[673, 5085]", garnets and diamonds are two types of,garnets,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 secs and centuries are two types of,secs,centuries,time,"['time', 'units']","[673, 5085]", pansies and roses are two types of,pansies,roses,flower,"['flowers', 'flowering']","[12405, 37958]"
 secs and weeks are two types of,secs,weeks,time,"['time', 'units']","[673, 5085]", nieces and grandparents are two types of,nieces,grandparents,relative,"['relatives', 'family']","[17772, 2021]"
 secs and milliseconds are two types of,secs,milliseconds,time,"['time', 'units']","[673, 5085]", typhoons and hail are two types of,typhoons,hail,weather,"['weather', 'natural']","[8588, 3626]"
 secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[673, 5085]", trumpets and pianoes are two types of,trumpets,pianoes,instrument,"['musical', 'instruments']","[12256, 13225]"
 secs and nanoseconds are two types of,secs,nanoseconds,time,"['time', 'units']","[673, 5085]", clogs and flip flops are two types of,clogs,flip flops,footwear,['footwear'],[3174]
 secs and eons are two types of,secs,eons,time,"['time', 'units']","[673, 5085]", cabs and bicycles are two types of,cabs,bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 minutes and hours are two types of,minutes,hours,time,"['time', 'units']","[673, 5085]", centimeters and meters are two types of,centimeters,meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 minutes and secs are two types of,minutes,secs,time,"['time', 'units']","[673, 5085]", drills and hammers are two types of,drills,hammers,tool,['tools'],[5657]
 minutes and years are two types of,minutes,years,time,"['time', 'units']","[673, 5085]", carrots and potatoes are two types of,carrots,potatoes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 minutes and days are two types of,minutes,days,time,"['time', 'units']","[673, 5085]", ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[11260, 12621]"
 minutes and months are two types of,minutes,months,time,"['time', 'units']","[673, 5085]", bankers and engineers are two types of,bankers,engineers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 minutes and decades are two types of,minutes,decades,time,"['time', 'units']","[673, 5085]", Peru and Portugal are two types of,Peru,Portugal,country,"['countries', 'country']","[4343, 2586]"
 minutes and centuries are two types of,minutes,centuries,time,"['time', 'units']","[673, 5085]", chickens and ducks are two types of,chickens,ducks,bird,"['birds', 'bird']","[11260, 12621]"
 minutes and weeks are two types of,minutes,weeks,time,"['time', 'units']","[673, 5085]", mothers and sons are two types of,mothers,sons,relative,"['relatives', 'family']","[17772, 2021]"
 minutes and milliseconds are two types of,minutes,milliseconds,time,"['time', 'units']","[673, 5085]", clouds and storms are two types of,clouds,storms,weather,"['weather', 'natural']","[8588, 3626]"
 minutes and millenniums are two types of,minutes,millenniums,time,"['time', 'units']","[673, 5085]", pigs and foxes are two types of,pigs,foxes,animal,['animals'],[5074]
 minutes and nanoseconds are two types of,minutes,nanoseconds,time,"['time', 'units']","[673, 5085]", brethren and great uncles are two types of,brethren,great uncles,relative,"['relatives', 'family']","[17772, 2021]"
 minutes and eons are two types of,minutes,eons,time,"['time', 'units']","[673, 5085]", bass and tuna are two types of,bass,tuna,fish,"['fish', 'fishes']","[6773, 49720]"
 years and hours are two types of,years,hours,time,"['time', 'units']","[673, 5085]", cents and dollars are two types of,cents,dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 years and secs are two types of,years,secs,time,"['time', 'units']","[673, 5085]", brethren and grandmothers are two types of,brethren,grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
 years and minutes are two types of,years,minutes,time,"['time', 'units']","[673, 5085]", earthquakes and floods are two types of,earthquakes,floods,weather,"['weather', 'natural']","[8588, 3626]"
 years and days are two types of,years,days,time,"['time', 'units']","[673, 5085]", jazz and country are two types of,jazz,country,music,['music'],[3440]
 years and months are two types of,years,months,time,"['time', 'units']","[673, 5085]", skiing and bowling are two types of,skiing,bowling,sport,['sports'],[9001]
 years and decades are two types of,years,decades,time,"['time', 'units']","[673, 5085]", apples and grapes are two types of,apples,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 years and centuries are two types of,years,centuries,time,"['time', 'units']","[673, 5085]", cricket and running are two types of,cricket,running,sport,['sports'],[9001]
 years and weeks are two types of,years,weeks,time,"['time', 'units']","[673, 5085]", beds and shelves are two types of,beds,shelves,furniture,['furniture'],[17076]
 years and milliseconds are two types of,years,milliseconds,time,"['time', 'units']","[673, 5085]", kilometers and centimeters are two types of,kilometers,centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 years and millenniums are two types of,years,millenniums,time,"['time', 'units']","[673, 5085]", nurses and physical therapists are two types of,nurses,physical therapists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 years and nanoseconds are two types of,years,nanoseconds,time,"['time', 'units']","[673, 5085]", boots and flip flops are two types of,boots,flip flops,footwear,['footwear'],[3174]
 years and eons are two types of,years,eons,time,"['time', 'units']","[673, 5085]", soul and bluegrass are two types of,soul,bluegrass,music,['music'],[3440]
 days and hours are two types of,days,hours,time,"['time', 'units']","[673, 5085]", dance and classical are two types of,dance,classical,music,['music'],[3440]
 days and secs are two types of,days,secs,time,"['time', 'units']","[673, 5085]", lamps and futons are two types of,lamps,futons,furniture,['furniture'],[17076]
 days and minutes are two types of,days,minutes,time,"['time', 'units']","[673, 5085]", houses and trailers are two types of,houses,trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 days and years are two types of,days,years,time,"['time', 'units']","[673, 5085]", commanders and chiefs are two types of,commanders,chiefs,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 days and months are two types of,days,months,time,"['time', 'units']","[673, 5085]", wrestling and soccer are two types of,wrestling,soccer,sport,['sports'],[9001]
 days and decades are two types of,days,decades,time,"['time', 'units']","[673, 5085]", clouds and wind are two types of,clouds,wind,weather,"['weather', 'natural']","[8588, 3626]"
 days and centuries are two types of,days,centuries,time,"['time', 'units']","[673, 5085]", keyboards and guitars are two types of,keyboards,guitars,instrument,"['musical', 'instruments']","[12256, 13225]"
 days and weeks are two types of,days,weeks,time,"['time', 'units']","[673, 5085]", sons and fathers are two types of,sons,fathers,relative,"['relatives', 'family']","[17772, 2021]"
 days and milliseconds are two types of,days,milliseconds,time,"['time', 'units']","[673, 5085]", pigs and horses are two types of,pigs,horses,animal,['animals'],[5074]
 days and millenniums are two types of,days,millenniums,time,"['time', 'units']","[673, 5085]", pumps and hiking shoes are two types of,pumps,hiking shoes,footwear,['footwear'],[3174]
 days and nanoseconds are two types of,days,nanoseconds,time,"['time', 'units']","[673, 5085]", tomatoes and cucumbers are two types of,tomatoes,cucumbers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 days and eons are two types of,days,eons,time,"['time', 'units']","[673, 5085]", centimeters and nanometers are two types of,centimeters,nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 months and hours are two types of,months,hours,time,"['time', 'units']","[673, 5085]", coats and bras are two types of,coats,bras,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 months and secs are two types of,months,secs,time,"['time', 'units']","[673, 5085]", palms and pines are two types of,palms,pines,tree,['trees'],[7139]
 months and minutes are two types of,months,minutes,time,"['time', 'units']","[673, 5085]", apartments and caves are two types of,apartments,caves,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 months and years are two types of,months,years,time,"['time', 'units']","[673, 5085]", commanders and chiefs are two types of,commanders,chiefs,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 months and days are two types of,months,days,time,"['time', 'units']","[673, 5085]", knives and rifles are two types of,knives,rifles,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 months and decades are two types of,months,decades,time,"['time', 'units']","[673, 5085]", hotels and caves are two types of,hotels,caves,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 months and centuries are two types of,months,centuries,time,"['time', 'units']","[673, 5085]", drums and horns are two types of,drums,horns,instrument,"['musical', 'instruments']","[12256, 13225]"
 months and weeks are two types of,months,weeks,time,"['time', 'units']","[673, 5085]", organs and guitars are two types of,organs,guitars,instrument,"['musical', 'instruments']","[12256, 13225]"
